id,word,reading,meaning,meaningZh,image_review,image_type,visual_domain,image_query_en
n1_02902,衛生,えいせい,health;hygiene;sanitation;medical,卫生,NO PICTURE,single_object_or_place,body_health,health
n1_03125,身体,からだ,the body,身体,NO PICTURE,single_object_or_place,body_health,body
n1_03320,閉口,へいこう,shut mouth,哑口无言,NO PICTURE,single_object_or_place,body_health,shut mouth
n1_03384,面,おも,face,脸,NO PICTURE,single_object_or_place,body_health,face
n1_03389,面目,めんぼく,face;honour;reputation;prestige;dignity;credit,面子,NO PICTURE,single_object_or_place,body_health,face
n1_03395,頂,いただき,(top of) head;summit;spire,头顶,NO PICTURE,single_object_or_place,body_health,head
n1_03428,首脳,しゅのう,head;brains,首脑;首领,NO PICTURE,single_object_or_place,body_health,head
n1_00195,ジャンパー,ジャンパー / ジャンパ / ジャンバー,jacket;jumper,夹克,OK,single_object_or_place,clothing,jacket
n1_00217,ソックス,ソックス,socks,袜子,OK,single_object_or_place,clothing,socks
n1_00311,ユニフォーム,ユニフォーム / ユニホーム,uniform,制服,OK,single_object_or_place,clothing,uniform
n1_00856,制服,せいふく,uniform,制服,NO PICTURE,single_object_or_place,clothing,uniform
n1_02906,衣類,いるい,clothes;clothing;garments,衣物、服装,NO PICTURE,single_object_or_place,clothing,clothes
n1_03135,軍服,ぐんぷく,military or naval uniform,军服,OK,single_object_or_place,clothing,military or naval uniform
n1_01458,平方,へいほう,square (e.g. metre);square,平方,NO PICTURE,single_object_or_place,color_shape,square
n1_03394,音色,おんいろ,tone color;tone quality;timbre;synthesizer patch,音色,NO PICTURE,single_object_or_place,color_shape,tone color
n1_03459,黒字,くろじ,balance (figure) in the black,盈利,NO PICTURE,single_object_or_place,color_shape,balance  in the black
n1_00313,ライス,ライス,rice,米饭,OK,single_object_or_place,food_drink,rice
n1_00455,主食,しゅしょく,staple food,主食,NO PICTURE,single_object_or_place,food_drink,staple food
n1_00467,乳,ちち,milk;breast;loop,奶；乳房,NO PICTURE,single_object_or_place,food_drink,milk
n1_01129,喫茶,きっさ,tea drinking;tea house,茶馆,OK,single_object_or_place,food_drink,tea drinking
n1_01327,定食,ていしょく,set meal;special (of the day),套餐；特餐,NO PICTURE,single_object_or_place,food_drink,set meal
n1_02016,杯,さかずき,wine cups,酒杯,OK,single_object_or_place,food_drink,wine cups
n1_02349,熱湯,ねっとう,boiling water,沸水,OK,single_object_or_place,food_drink,boiling water
n1_02829,苗,なえ,rice seedling,秧苗,OK,single_object_or_place,food_drink,rice seedling
n1_02843,茶の湯,ちゃのゆ,tea ceremony,茶道,NO PICTURE,single_object_or_place,food_drink,tea ceremony
n1_00374,三日月,みかずき,new moon;crescent moon,新月,OK,single_object_or_place,nature_weather,new moon
n1_00384,上空,じょうくう,sky;the skies;high-altitude sky;upper air,高空,OK,single_object_or_place,nature_weather,sky
n1_01089,吹奏,すいそう,playing wind instruments,吹奏,OK,single_object_or_place,nature_weather,playing wind instruments
n1_01420,山脈,さんみゃく,mountain range,山脉,OK,single_object_or_place,nature_weather,mountain range
n1_01463,年輪,ねんりん,annual tree ring,年轮,OK,single_object_or_place,nature_weather,annual tree ring
n1_01950,晴天,せいてん,fine weather,晴天,OK,single_object_or_place,nature_weather,fine weather
n1_02046,桐,きり,paulownia tree,桐,NO PICTURE,single_object_or_place,nature_weather,paulownia tree
n1_02152,気象,きしょう,weather;climate,气象,NO PICTURE,single_object_or_place,nature_weather,weather
n1_02160,水源,すいげん,source of river;fountainhead,水源,NO PICTURE,single_object_or_place,nature_weather,source of river
n1_02222,海抜,かいばつ,height above sea level,海拔,NO PICTURE,single_object_or_place,nature_weather,height above sea level
n1_02223,海流,かいりゅう,ocean current,海流,NO PICTURE,single_object_or_place,nature_weather,ocean current
n1_02224,海路,うみじ,sea route,海路,NO PICTURE,single_object_or_place,nature_weather,sea route
n1_02312,焚火,たきび,(open) fire,篝火,OK,single_object_or_place,nature_weather,fire
n1_02827,花壇,かだん,flower bed,花坛,OK,single_object_or_place,nature_weather,flower bed
n1_02929,西日,にしび,westering sun,西斜阳,NO PICTURE,single_object_or_place,nature_weather,westering sun
n1_03333,防火,ぼうか,fire prevention;fire fighting;fire proof,防火,NO PICTURE,single_object_or_place,nature_weather,fire prevention
n1_03365,雨具,あまぐ,rain gear,雨衣,OK,single_object_or_place,nature_weather,rain gear
n1_03366,雨天,うてん,rainy weather,下雨天,OK,single_object_or_place,nature_weather,rainy weather
n1_00238,ティッシュペーパー,ティッシュペーパー / ティッシュ・ペーパー / ティシュペーパー,tissue paper,纸巾,NO PICTURE,single_object_or_place,object_tool,tissue paper
n1_01511,張り紙,はりがみ,paper patch;paper backing;poster,海报,NO PICTURE,single_object_or_place,object_tool,paper patch
n1_01887,文,ふみ,letter;writings,信,NO PICTURE,single_object_or_place,object_tool,letter
n1_01946,時刻表,じこくひょう,table;diagram;chart;timetable;schedule,时刻表,NO PICTURE,single_object_or_place,object_tool,table
n1_01966,書評,しょひょう,book review,书评;书籍评论,NO PICTURE,single_object_or_place,object_tool,book review
n1_02127,残金,ざんきん,remaining money,余钱,NO PICTURE,single_object_or_place,object_tool,remaining money
n1_02212,流通,りゅうつう,circulation of money or goods;flow of water or air;distribution,流通、分销,NO PICTURE,single_object_or_place,object_tool,circulation of money or goods
n1_02298,火燵,こたつ,table with heater;(orig) charcoal brazier in a floor well,暖桌,NO PICTURE,single_object_or_place,object_tool,table with heater
n1_02330,無駄遣い,むだづかい,waste money on;squander money on;flog a dead horse,浪费、乱花钱,NO PICTURE,single_object_or_place,object_tool,waste money on
n1_02840,英字,えいじ,English letter (character),英文字,NO PICTURE,single_object_or_place,object_tool,English letter
n1_03070,貨幣,かへい,money;currency;coinage,货币,NO PICTURE,single_object_or_place,object_tool,money
n1_00034,お祖母さん,おばあさん,grandmother;female senior-citizen,祖母,NO PICTURE,single_object_or_place,person_family,grandmother
n1_00035,お祖父さん,おじいさん,grandfather;male senior-citizen,祖父,NO PICTURE,single_object_or_place,person_family,grandfather
n1_00334,一人,いちにん,one person,一人,NO PICTURE,single_object_or_place,person_family,one person
n1_00368,万人,ばんじん,all people;everybody;10000 people,所有人；每个人；一万人,NO PICTURE,single_object_or_place,person_family,all people
n1_00447,主任,しゅにん,person in charge;responsible official,主任,NO PICTURE,single_object_or_place,person_family,person in charge
n1_00499,人材,じんざい,man of talent,人才,NO PICTURE,single_object_or_place,person_family,man of talent
n1_00502,人民,じんみん,people;public,人民,NO PICTURE,single_object_or_place,person_family,people
n1_00527,他人,あだびと,another person;unrelated person;outsider;stranger,他人,NO PICTURE,single_object_or_place,person_family,another person
n1_00616,使用人,しようにん,employee;servant,仆人,OK,single_object_or_place,person_family,employee
n1_00708,先代,せんだい,family predecessor;previous age;previous generation,先辈,NO PICTURE,single_object_or_place,person_family,family predecessor
n1_00810,出来物,できもの,able man;tumour;growth;boil;ulcer;abcess;rash;pimple,肿块;疮疖,NO PICTURE,single_object_or_place,person_family,able man
n1_01273,女子,おなご,woman;girl,女子,NO PICTURE,single_object_or_place,person_family,woman
n1_01362,富豪,ふごう,wealthy person;millionaire,富豪,OK,single_object_or_place,person_family,wealthy person
n1_01506,弟,おと,younger brother,弟弟,OK,single_object_or_place,person_family,younger brother
n1_01560,従業員,じゅうぎょういん,employee;worker,员工,NO PICTURE,single_object_or_place,person_family,employee
n1_01924,旧知,きゅうち,old friend;old friendship,老友,NO PICTURE,single_object_or_place,person_family,old friend
n1_02142,民俗,みんぞく,people;race;nation;racial customs;folk customs,民俗,NO PICTURE,single_object_or_place,person_family,people
n1_02144,民族,みんぞく,people;race;nation;racial customs;folk customs,民族,NO PICTURE,single_object_or_place,person_family,people
n1_02355,父母,ちちはは,father and mother;parents,父母,NO PICTURE,single_object_or_place,person_family,father and mother
n1_02692,給仕,きゅうじ,office boy (girl);page;waiter,服务员;侍者,NO PICTURE,single_object_or_place,person_family,office boy
n1_03266,部下,ぶか,subordinate person,下属,NO PICTURE,single_object_or_place,person_family,subordinate person
n1_00556,休学,きゅうがく,temporary absence from school;suspension,休学,NO PICTURE,single_object_or_place,place_building,temporary absence from school
n1_00568,位地,いち,place;situation;position;location,位置,NO PICTURE,single_object_or_place,place_building,place
n1_00603,余地,よち,place;room;margin;scope,余地,NO PICTURE,single_object_or_place,place_building,place
n1_00635,保母,ほぼ,day care worker in a kindergarten nursery school etc.,保姆,OK,single_object_or_place,place_building,day care worker in a kindergarten nursery school etc.
n1_00726,入賞,にゅうしょう,winning a prize or place (in a contest),获奖,NO PICTURE,single_object_or_place,place_building,winning a prize or place
n1_00916,勤め先,つとめさき,place of work,工作地点,NO PICTURE,single_object_or_place,place_building,place of work
n1_00977,参議院,さんぎいん,House of Councillors,参议院,NO PICTURE,single_object_or_place,place_building,House of Councillors
n1_01123,問屋,といや,wholesale store,批发店,NO PICTURE,single_object_or_place,place_building,wholesale store
n1_01194,堤防,ていぼう,bank;weir,堤坝,NO PICTURE,single_object_or_place,place_building,bank
n1_01205,塾,じゅく,coaching school;lessons,补习班,NO PICTURE,single_object_or_place,place_building,coaching school
n1_01475,店,てん,store;shop;establishment,店铺,NO PICTURE,single_object_or_place,place_building,store
n1_01816,控室,ひかえしつ,waiting room,休息室,NO PICTURE,single_object_or_place,place_building,waiting room
n1_01917,日向,ひなた,sunny place;in the sun,向阳处,NO PICTURE,single_object_or_place,place_building,sunny place
n1_02008,本館,ほんかん,main building,主楼,NO PICTURE,single_object_or_place,place_building,main building
n1_02087,橋渡し,はしわたし,bridge building;mediation,搭桥,NO PICTURE,single_object_or_place,place_building,bridge building
n1_02397,現地,げんち,actual place;local,现场,NO PICTURE,single_object_or_place,place_building,actual place
n1_02574,社宅,しゃたく,company owned house,公司宿舍,NO PICTURE,single_object_or_place,place_building,company owned house
n1_02599,税務署,ぜいむしょ,tax office,税务局,NO PICTURE,single_object_or_place,place_building,tax office
n1_02693,給食,きゅうしょく,school lunch;providing a meal,校餐；供餐,NO PICTURE,single_object_or_place,place_building,school lunch
n1_02844,茶の間,ちゃのま,living room (Japanese style),和室（客厅）,NO PICTURE,single_object_or_place,place_building,living room
n1_02890,衆議院,しゅうぎいん,Lower House;House of Representatives,众议院；下议院,NO PICTURE,single_object_or_place,place_building,Lower House
n1_02895,行員,こういん,bank clerk,银行职员,NO PICTURE,single_object_or_place,place_building,bank clerk
n1_02901,街頭,がいとう,in the street,街头,NO PICTURE,single_object_or_place,place_building,in the street
n1_03049,議事堂,ぎじどう,Diet building,国会大厦,NO PICTURE,single_object_or_place,place_building,Diet building
n1_03186,退学,たいがく,dropping out of school,退学,NO PICTURE,single_object_or_place,place_building,dropping out of school
n1_03426,館,かん,house;hall;building;hotel;inn;guesthouse,馆,NO PICTURE,single_object_or_place,place_building,house
n1_00209,スポーツカー,スポーツカー / スポーツ・カー,sports car,跑车,OK,single_object_or_place,transport,sports car
n1_00267,パトカー,パトカー,patrol car,警车,OK,single_object_or_place,transport,patrol car
n1_00324,レンタカー,レンタカー,hire car (lit: rent-a-car),租车,OK,single_object_or_place,transport,hire car
n1_01295,始発,しはつ,first train,首班车,NO PICTURE,single_object_or_place,transport,first train
n1_02816,船舶,せんぱく,ship,船舶,OK,single_object_or_place,transport,ship
n1_03103,走行,そうこう,running a wheeled vehicle (e.g. car);traveling,行驶,NO PICTURE,single_object_or_place,transport,running a wheeled vehicle
n1_00023,お八,おやつ,1. (uk) between meal snack;afternoon refreshment;afternoon tea; 2. mid-day snack,点心,OK,single_object_or_place,food_drink,1.  between meal snack
n1_00002,あざ笑う,あざわらう,to sneer at;to ridicule,嘲笑,NO PICTURE,person_action_scene,action_state,person sneering at
n1_00009,いく,いく,to come;to orgasm,射精,NO PICTURE,person_action_scene,action_state,person coming
n1_00024,お出でになる,おいでになる,to be,来访,NO PICTURE,person_action_scene,action_state,person being
n1_00052,くっ付く,くっつく,to adhere to;to keep close to,粘附,NO PICTURE,person_action_scene,action_state,person adhering to
n1_00053,くっ付ける,くっつける,to attach,粘贴,NO PICTURE,person_action_scene,action_state,person attaching
n1_00058,こだわる,こだわる,to fuss over;to be particular about;to be concerned about,固执;挑剔,NO PICTURE,person_action_scene,action_state,person fussing over
n1_00070,しくじる,しくじる,to fail;to fall through;to blunder,失败;搞砸,NO PICTURE,person_action_scene,action_state,person failing
n1_00077,すれ違う,すれちがう,to pass by one another;to disagree;to miss each other,擦肩而过,NO PICTURE,person_action_scene,action_state,person passing by one another
n1_00084,ずれる,ずれる / ズレる / づれる,to slide;to slip off,滑出;偏离,NO PICTURE,person_action_scene,action_state,person sliding
n1_00108,ばてる,バテる / ばてる,to be exhausted;to be worn out,精疲力尽,NO PICTURE,person_action_scene,action_state,person being exhausted
n1_00115,ぶら下げる,ぶらさげる,to hang;to suspend;to dangle;to swing,悬挂,OK,person_action_scene,action_state,person hanging
n1_00119,ぼやく,ぼやく / ボヤく,to grumble;to complain,抱怨,NO PICTURE,person_action_scene,action_state,person grumbling
n1_00120,ぼやける,ぼやける / ボヤける,to become dim;to become blurred,变模糊,NO PICTURE,person_action_scene,action_state,person becoming dim
n1_00121,まごつく,まごつく,to be confused;to be flustered,困惑;慌张,NO PICTURE,person_action_scene,action_state,person being confused
n1_00123,やっ付ける,やっつける,to beat,打,NO PICTURE,person_action_scene,action_state,person beating
n1_00125,やり遂げる,やりとげる,to accomplish,完成,NO PICTURE,person_action_scene,action_state,person accomplishing
n1_00154,オープン,オープン,open,开放,NO PICTURE,person_action_scene,action_state,person openning
n1_00185,サボる,サボる / さぼる,to be truant;to be idle;to sabotage by slowness,旷课,NO PICTURE,person_action_scene,action_state,person being truant
n1_00231,ダブる,ダブる / だぶる,to coincide (fall on the same day);to have two of something;to repeat a school year after failing,重叠;重复,NO PICTURE,person_action_scene,action_state,person coinciding
n1_00376,上がる,あがる,to enter;to go up;to rise;to climb up;to advance;to appreciate;to be promoted;to improve;to call on;,上升;进入,NO PICTURE,person_action_scene,action_state,person enterring
n1_00380,上回る,うわまわる,to exceed,超过,NO PICTURE,person_action_scene,action_state,person exceeding
n1_00386,下がる,さがる,to hang down;to abate;to retire;to fall;to step back,下降;退下,NO PICTURE,person_action_scene,action_state,person hanging down
n1_00445,丸める,まるめる,to make round;to round off;to roll up;to curl up;to seduce;to cajole;to explain away,使成圆;卷起;哄骗,NO PICTURE,person_action_scene,action_state,person making round
n1_00460,乗っ取る,のっとる,to capture;to occupy;to usurp,占领;夺取,NO PICTURE,person_action_scene,action_state,person capturing
n1_00462,乗り込む,のりこむ,to board;to embark on;to get into (a car);to ship (passengers);to man (a ship);to help (someone) int,上车;登船,NO PICTURE,person_action_scene,action_state,person boarding
n1_00465,乱す,みだす,to throw out of order;to disarrange;to disturb,扰乱,NO PICTURE,person_action_scene,action_state,person throwwing out of order
n1_00466,乱れる,みだれる,to get confused;to be disordered;to be disturbed,混乱;散乱,NO PICTURE,person_action_scene,action_state,person getting confused
n1_00488,交える,まじえる,to mix;to converse with;to cross (swords),混合；交谈,NO PICTURE,person_action_scene,action_state,person mixxing
n1_00490,交わる,まじわる,to cross;to intersect;to associate with;to mingle with;to interest;to join,交叉；交际,NO PICTURE,person_action_scene,action_state,person crossing
n1_00513,仕える,つかえる,to serve;to work for,侍奉；服务,NO PICTURE,person_action_scene,action_state,person serving
n1_00516,仕上げる,しあげる,to finish up;to complete,完成；修饰,NO PICTURE,person_action_scene,action_state,person finishing up
n1_00517,仕付ける,しつける,to be used to a job;to begin to do;to baste;to tack;to plant,习惯于；开始做,NO PICTURE,person_action_scene,action_state,person being used to a job
n1_00518,仕入れる,しいれる,to lay in stock;to replenish stock;to procure,进货；采购,NO PICTURE,person_action_scene,action_state,person laying in stock
n1_00519,仕切る,しきる,to partition;to divide;to mark off;to settle accounts;to toe the mark,划分；管理,NO PICTURE,person_action_scene,action_state,person partitioning
n1_00521,仕掛ける,しかける,to commence;to lay (mines);to set (traps);to wage (war);to challenge,发起；挑战,NO PICTURE,person_action_scene,action_state,person commencing
n1_00523,仕立てる,したてる,to tailor;to make;to prepare;to train;to send (a messenger),裁缝；训练,NO PICTURE,person_action_scene,action_state,person tailorring
n1_00526,仕舞う,しまう,to finish;to close;to do something completely;to put away;to put an end to,结束；收起,NO PICTURE,person_action_scene,action_state,person finishing
n1_00532,付き合う,つきあう,to associate with;to keep company with;to get on with,交往；陪伴,NO PICTURE,person_action_scene,action_state,person associating with
n1_00533,付け加える,つけくわえる,to add one thing to another,添加,NO PICTURE,person_action_scene,action_state,person adding one thing to another
n1_00538,代わる,かわる,to take the place of;to relieve;to be substituted for;to be exchanged;to change places with;to take,替换；接替,NO PICTURE,person_action_scene,action_state,person taking the place of
n1_00545,仰ぐ,あおぐ,to look up (to);to respect;to depend on;to ask for;to seek;to revere;to drink;to take,仰望；尊敬,NO PICTURE,person_action_scene,action_state,person looking up
n1_00546,仰っしゃる,おっしゃる,to say;to speak;to tell;to talk,说；告诉,NO PICTURE,person_action_scene,action_state,person saying
n1_00549,任す,まかす,to entrust;to leave to a person,委托；交给,NO PICTURE,person_action_scene,action_state,person entrusting
n1_00555,休める,やすめる,to rest;to suspend;to give relief,休息；暂停,NO PICTURE,person_action_scene,action_state,person resting
n1_00566,伴う,ともなう,to accompany;to bring with;to be accompanied by;to be involved in,伴随；伴有,NO PICTURE,person_action_scene,action_state,person accompanying
n1_00567,似通う,にかよう,to resemble closely,相似；相像,NO PICTURE,person_action_scene,action_state,person resembling closely
n1_00626,侵す,おかす,to invade;to raid;to trespass;to violate;to intrude on,侵犯；入侵,NO PICTURE,person_action_scene,action_state,person invading
n1_00630,促す,うながす,to urge;to press;to suggest;to demand;to stimulate;to quicken;to incite;to invite (attention to),催促；促使,NO PICTURE,person_action_scene,action_state,person urging
n1_00633,保つ,たもつ,to keep;to preserve;to hold;to retain;to maintain;to support;to sustain;to last;to endure;to keep we,保持；维持,NO PICTURE,person_action_scene,action_state,person keeping
n1_00660,値する,あたいする,to be worth;to deserve;to merit,值得；应得,NO PICTURE,person_action_scene,action_state,person being worth
n1_00665,偏る,かたよる,to be one-sided;to incline;to be partial;to be prejudiced;to lean;to be biased,倾斜,NO PICTURE,person_action_scene,action_state,person being one-sided
n1_00678,備え付ける,そなえつける,to provide;to furnish;to equip;to install,提供；装备,NO PICTURE,person_action_scene,action_state,person providing
n1_00679,備わる,そなわる,to be furnished with;to be endowed with;to possess;to be among;to be one of;to be possessed of,配备；拥有,NO PICTURE,person_action_scene,action_state,person being furnished with
n1_00680,催す,もよおす,to hold (a meeting);to give (a dinner);to feel;to show signs of;to develop symptoms of;to feel (sick,举办；出现,NO PICTURE,person_action_scene,action_state,person holding
n1_00681,傲る,おごる,to be proud,自满,NO PICTURE,person_action_scene,action_state,person being proud
n1_00683,傷付く,きずつく,to be hurt;to be wounded;to get injured,受伤,NO PICTURE,person_action_scene,action_state,person being hurt
n1_00685,傾く,かたぶく,to incline toward;to slant;to lurch;to heel over;to be disposed to;to trend toward;to be prone to;to,倾斜；倾向,NO PICTURE,person_action_scene,action_state,person inclining toward
n1_00686,傾ける,かたむける,to incline;to list;to bend;to lean;to tip;to tilt;to slant;to concentrate on;to ruin (a country);to,倾斜,NO PICTURE,person_action_scene,action_state,person inclining
n1_00716,免れる,まぬかれる,to escape from;to be rescued from;to avoid;to evade;to avert;to elude;to be exempted;to be relieved,逃避；避免,NO PICTURE,person_action_scene,action_state,person escaping from
n1_00722,入る,いる,to get in;to go in;to come in;to flow into;to set;to set in,进入,NO PICTURE,person_action_scene,action_state,person getting in
n1_00760,其れ程,それほど,to that degree;extent,到那个程度,NO PICTURE,person_action_scene,action_state,person thatting degree
n1_00782,再発,さいはつ,return;relapse;reoccurrence,复发,NO PICTURE,person_action_scene,action_state,person returning
n1_00787,冴える,さえる,to be clear;to be serene;to be cold;to be skillful,清醒；清晰,NO PICTURE,person_action_scene,action_state,person being clear
n1_00788,冷やかす,ひやかす,to banter;to make fun of;to jeer at;to cool;to refrigerate,取笑；戏弄,NO PICTURE,person_action_scene,action_state,person banterring
n1_00792,凌ぐ,しのぐ,to outdo;to surpass;to endure;to keep out (rain);to stave off;to tide over;to pull through;to defy;t,超越；忍受,NO PICTURE,person_action_scene,action_state,person outdoing
n1_00793,凝らす,こごらす,to freeze;to congeal,凝固；冻结,NO PICTURE,person_action_scene,action_state,person freezing
n1_00794,凝る,こごる,to congeal;to freeze,凝固；冻结,NO PICTURE,person_action_scene,action_state,person congealing
n1_00801,凭れる,もたれる,to lean against;to lean on;to recline on;to lie heavy (on the stomach),倚靠；依靠,NO PICTURE,person_action_scene,action_state,person leaning against
n1_00803,出くわす,でくわす,to happen to meet;to come across,偶然遇见,NO PICTURE,person_action_scene,action_state,person happenning to meet
n1_00806,出切る,できる,to be out of;to have no more at hand,用完；没有了,NO PICTURE,person_action_scene,action_state,person being out of
n1_00808,出合う,であう,to meet by chance;to come across;to happen to encounter;to hold a rendezvous;to have a date,碰见；相遇,NO PICTURE,person_action_scene,action_state,person meeting by chance
n1_00833,切り替える,きりかえる,to change;to exchange;to convert;to renew;to throw a switch;to replace;to switch over,更换,NO PICTURE,person_action_scene,action_state,person changing
n1_00854,制する,せいする,to control;to command;to get the better of,控制；制服,NO PICTURE,person_action_scene,action_state,person controlling
n1_00862,剃る,する,to shave,剃,NO PICTURE,person_action_scene,action_state,person shaving
n1_00871,剥がす,はがす,to tear off;to peel off;to rip off;to strip off;to skin;to flay;to disrobe;to deprive of;to detach;t,撕掉;剥下,NO PICTURE,person_action_scene,action_state,person tearing off
n1_00872,剥ぐ,はぐ,to tear off;to peel off;to rip off;to strip off;to skin;to flay;to disrobe;to deprive of,剥开,NO PICTURE,person_action_scene,action_state,person tearing off
n1_00873,剥げる,はげる,to come off;to be worn off;to fade;to discolor,脱落；褪色,NO PICTURE,person_action_scene,action_state,person coming off
n1_00878,割り込む,わりこむ,to cut in;to thrust oneself into;to wedge oneself in;to muscle in on;to interrupt;to disturb,插队,NO PICTURE,person_action_scene,action_state,person cutting in
n1_00894,努めて,つとめて,make an effort!;work hard!,尽力；努力,NO PICTURE,person_action_scene,action_state,person making an effort!
n1_00895,励ます,はげます,to encourage;to cheer;to raise (the voice),鼓励,NO PICTURE,person_action_scene,action_state,person encouraging
n1_00896,励む,はげむ,to be zealous;to brace oneself;to endeavour;to strive;to make an effort,努力；奋斗,NO PICTURE,person_action_scene,action_state,person being zealous
n1_00897,労る,いたわる,to pity;to sympathize with;to console;to care for;to be kind to,安慰；同情,NO PICTURE,person_action_scene,action_state,person pitying
n1_00910,勝る,まさる,to excel;to surpass;to outrival,胜过；超过,NO PICTURE,person_action_scene,action_state,person excelling
n1_00912,募る,つのる,to invite;to solicit help participation etc,募集;呼吁,NO PICTURE,person_action_scene,action_state,person inviting
n1_00915,勤まる,つとまる,to be fit for;to be equal to;to function properly,胜任；履行,NO PICTURE,person_action_scene,action_state,person being fit for
n1_00923,包む,くるむ,to be engulfed in;to be enveloped by;to wrap up;to tuck in;to pack;to do up;to cover with;to dress i,包裹；包扎,NO PICTURE,person_action_scene,action_state,person being engulfed in
n1_00924,化ける,ばける,to appear in disguise;to take the form of;to change for the worse,变作;变形,NO PICTURE,person_action_scene,action_state,person appearing in disguise
n1_00925,化する,かする,to change into;to convert into;to transform;to be reduced;to influence;to improve (someone),变成；转化,NO PICTURE,person_action_scene,action_state,person changing into
n1_00953,危ぶむ,あやぶむ,to fear;to have misgivings;to be doubtful;to mistrust,怀疑；担忧,NO PICTURE,person_action_scene,action_state,person fearing
n1_00956,即する,そくする,to conform to;to agree with;to be adapted to;to be based on,符合,NO PICTURE,person_action_scene,action_state,person conforming to
n1_00979,及ぶ,およぶ,to reach;to come up to;to amount to;to befall;to happen to;to extend;to match;to equal,达到；及至,NO PICTURE,person_action_scene,action_state,person reaching
n1_00981,反する,はんする,to be inconsistent with;to oppose;to contradict;to transgress;to rebel,违背；违反,NO PICTURE,person_action_scene,action_state,person being inconsistent with
n1_00990,収まる,おさまる,to be obtained;to end;to settle into;to fit into;to be settled;to be paid;to be delivered,容纳；结束,NO PICTURE,person_action_scene,action_state,person being obtained
n1_00998,取り寄せる,とりよせる,to order;to send away for,订购,NO PICTURE,person_action_scene,action_state,person orderring
n1_00999,取り巻く,とりまく,to surround;to circle;to enclose,包围；环绕,NO PICTURE,person_action_scene,action_state,person surrounding
n1_01001,取り戻す,とりもどす,to take back;to regain,收回；恢复,NO PICTURE,person_action_scene,action_state,person taking back
n1_01003,取り扱う,とりあつかう,to treat;to handle;to deal in,处理；经营,NO PICTURE,person_action_scene,action_state,person treating
n1_01005,取り次ぐ,とりつぐ,to act as an agent for;to announce (someone);to convey (a message),传递；传达,NO PICTURE,person_action_scene,action_state,person acting as an agent for
n1_01006,取り混ぜる,とりまぜる,to mix;to put together,混合,NO PICTURE,person_action_scene,action_state,person mixxing
n1_01007,取り立てる,とりたてる,to collect;to extort;to appoint;to promote,催收；任命,NO PICTURE,person_action_scene,action_state,person collecting
n1_01008,取り組む,とりくむ,to tackle;to wrestle with;to engage in a bout;to come to grips with,着手；应对,NO PICTURE,person_action_scene,action_state,person tackling
n1_01010,取り締まる,とりしまる,to manage;to control;to supervise,管理,NO PICTURE,person_action_scene,action_state,person managing
n1_01011,取り調べる,とりしらべる,to investigate;to examine,调查,NO PICTURE,person_action_scene,action_state,person investigating
n1_01012,取り除く,とりのぞく,to remove;to take away;to set apart,移除；去除,NO PICTURE,person_action_scene,action_state,person removing
n1_01014,受かる,うかる,to pass (examination),及格,NO PICTURE,person_action_scene,action_state,person passing
n1_01015,受け付ける,うけつける,to be accepted;to receive (an application),接受,NO PICTURE,person_action_scene,action_state,person being accepted
n1_01017,受け入れる,うけいれる,to accept;to receive,接纳,NO PICTURE,person_action_scene,action_state,person accepting
