id,jlpt_level,word,reading,image_review,meaning,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review
n2_04859,N2,空中,くうちゅう,NO PICTURE,"sky,air",空中,FALSE,,noun (common) (futsuumeishi),(in) the air | midair | sky,direct_image,84,single_object_or_place,nature_weather,sky,空中,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n2_04794,N2,目次,もくじ,NO PICTURE,table of contents,目录,FALSE,,noun (common) (futsuumeishi),table of contents | contents,direct_image,84,single_object_or_place,object_tool,table of contents,目次,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_05222,N2,集金,しゅうきん,NO PICTURE,money collection,收款、收钱,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,money collection,direct_image,84,single_object_or_place,object_tool,money collection,集金,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,manual,manual correction: collect money
n2_04063,N2,各地,かくち,NO PICTURE,"every place,various places",各地,FALSE,,noun (common) (futsuumeishi),"each place | every place | various places | all parts (of the country, world, etc.)",direct_image,84,single_object_or_place,place_building,every place,各地,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04125,N2,在学,ざいがく,NO PICTURE,(enrolled) in school,在校,TRUE,可能需区分'在校'（在校园）与'在学'（在读学生）的细微差别,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"attending (school, college, etc.) | being enrolled | being a student",direct_image,84,single_object_or_place,place_building,in school,在学,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04127,N2,地名,ちめい,NO PICTURE,place name,地名,FALSE,,noun (common) (futsuumeishi),place name | toponym,direct_image,84,single_object_or_place,place_building,place name,地名,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04204,N2,学年,がくねん,NO PICTURE,"year in school,grade in school",学年,TRUE,可能需区分'学年'（学术年）与'年级'（年级）,noun (common) (futsuumeishi),academic year | school year | year in school | grade in school,direct_image,84,single_object_or_place,place_building,year in school,学年,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04772,N2,番地,ばんち,NO PICTURE,"house number,address",门牌号；地址,TRUE,番地 as 'house number' may overlap with '地址' in practical usage; confirm if '门牌号' is preferred for JLPT learners,noun (common) (futsuumeishi),house number | address,direct_image,84,single_object_or_place,place_building,house number,番地,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_05119,N2,退院,たいいん,NO PICTURE,leaving hospital,出院,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,leaving hospital | discharge from hospital,direct_image,84,single_object_or_place,place_building,leaving hospital,退院,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_03819,N2,乗車,じょうしゃ,NO PICTURE,"taking a train,entraining",乘车,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"boarding (a train, bus, etc.) | getting into (e.g. a taxi)",direct_image,84,single_object_or_place,transport,taking a train,乗車,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n2_03468,N2,あきれる,あきれる,NO PICTURE,"to be amazed,to be shocked",感到惊讶,FALSE,,Ichidan verb | intransitive verb,to be amazed | to be shocked | to be astonished | to be astounded | to be disgusted,scene_image,72,person_action_scene,action_state,person being amazed,あきれる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03473,N2,あてはまる,あてはまる,NO PICTURE,"to be applicable,to come under (a category),to fulfill",适用；符合,FALSE,,Godan verb with 'ru' ending | intransitive verb,"to apply (of a rule) | to be applicable (of standards, lessons, ideas, etc.) | to hold true (e.g. of a description) | to fit | to be suitable (e.g. of a word)",scene_image,72,person_action_scene,action_state,person being applicable,あてはまる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03474,N2,あてはめる,あてはめる,NO PICTURE,"to apply,to adapt",应用；适应,FALSE,,Ichidan verb | transitive verb,to apply | to adapt,scene_image,72,person_action_scene,action_state,person applying,あてはめる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03481,N2,あわてる,あわてる,NO PICTURE,to become confused,慌乱,FALSE,,Ichidan verb | intransitive verb,"to become confused (disconcerted, disorganized, disorganised) | to be flustered | to panic | to hurry | to rush",scene_image,72,person_action_scene,action_state,person becoming confused,あわてる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03521,N2,かわいがる,かわいがる,NO PICTURE,"to love,to be affectionate",疼爱、宠爱,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending | transitive verb,to be affectionate to | to treat tenderly | to dote on | to show one's love (for) | to cherish,scene_image,72,person_action_scene,action_state,person loving,かわいがる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: cherish / dote on
n2_03554,N2,しぼむ,しぼむ,NO PICTURE,"to wither,to fade (away),to shrivel,to wilt",枯萎,FALSE,,Godan verb with 'mu' ending | intransitive verb,"to wither (of flowers, dreams, etc.) | to wilt | to droop | to shrivel | to fade (away)",scene_image,72,person_action_scene,action_state,person witherring,しぼむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03577,N2,ためらう,ためらう,NO PICTURE,to hesitate,犹豫,FALSE,,Godan verb with 'u' ending | intransitive verb,to hesitate | to waver,scene_image,72,person_action_scene,action_state,person hesitating,ためらう,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03609,N2,ふざける,ふざける,NO PICTURE,"to romp,to gambol,to frolic,to joke",开玩笑,FALSE,,Ichidan verb | intransitive verb,to joke | to jest | to kid | to josh | to make fun of,scene_image,72,person_action_scene,action_state,person romping,ふざける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03616,N2,へる,へる,NO PICTURE,"to decrease (in size or number),to diminish,to abate",减少、减弱,FALSE,from existing zh_meanings.py,Ichidan verb | intransitive verb,to pass | to elapse | to go by | to pass through | to go through,scene_image,72,person_action_scene,action_state,person decreasing,へる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: decrease / diminish
n2_03826,N2,争う,あらそう,NO PICTURE,"to dispute,to argue,to be at variance,to compete",竞争,FALSE,,Godan verb with 'u' ending | intransitive verb,to compete | to contest | to contend | to quarrel | to argue,scene_image,72,person_action_scene,action_state,person disputing,争う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03829,N2,亡くす,なくす,NO PICTURE,"to lose someone, wife, child, etc",失去亲人,FALSE,from existing zh_meanings.py,Godan verb with 'su' ending | transitive verb,"to lose (through death; e.g. a wife, child)",scene_image,72,person_action_scene,action_state,person losing someone,亡くす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: lose a family member
n2_03830,N2,交ざる,まざる,NO PICTURE,"to be mixed,to be blended with,to associate with,to mingle with,to join",混合,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be mixed | to be blended with | to associate with | to mingle with | to join,scene_image,72,person_action_scene,action_state,person being mixed,交ざる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03831,N2,交じる,まじる,NO PICTURE,"to be mixed,to be blended with,to associate with",混合,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be mixed | to be blended with | to be combined | to associate with | to mingle with,scene_image,72,person_action_scene,action_state,person being mixed,交じる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03832,N2,交ぜる,まぜる,NO PICTURE,"to be mixed,to be blended with",混合,TRUE,,Ichidan verb | transitive verb,to mix | to stir | to blend,scene_image,72,person_action_scene,action_state,person being mixed,交ぜる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03842,N2,仕上がる,しあがる,NO PICTURE,to be finished,完成、结束,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending | intransitive verb,to be finished | to be completed | to be done,scene_image,72,person_action_scene,action_state,person being finished,仕上がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03843,N2,付合う,つきあう,NO PICTURE,"to associate with,to keep company with,to get on with",相处,TRUE,,Godan verb with 'u' ending | intransitive verb,to associate with | to keep company with | to go out with | to go steady with | to get on with,scene_image,72,person_action_scene,action_state,person associating with,付合う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03860,N2,伝わる,つたわる,NO PICTURE,"to be handed down,to be introduced,to be transmitted",传播,TRUE,,Godan verb with 'ru' ending | intransitive verb,"to spread (of a rumour, news, etc.) | to travel | to circulate | to go around | to be passed around",scene_image,72,person_action_scene,action_state,person being handed down,伝わる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03875,N2,余る,あまる,NO PICTURE,"to remain,to be left over,to be in excess,to be too many",剩余、过多,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending | intransitive verb,to remain | to be left over | to be in excess | to be too many,scene_image,72,person_action_scene,action_state,person remaining,余る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: remain / be left over
n2_03888,N2,係わる,かかわる,NO PICTURE,"to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)",涉及,TRUE,,Godan verb with 'ru' ending | intransitive verb,to be involved (in) | to get involved (in) | to concern oneself (with) | to take part (in) | to interfere (in),scene_image,72,person_action_scene,action_state,person concerning oneself in,係わる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03891,N2,信ずる,しんずる,NO PICTURE,"to believe,to believe in,to place trust in",相信,TRUE,,Ichidan verb - zuru verb (alternative form of -jiru verbs) | transitive verb,to believe | to believe in | to place trust in | to confide in | to have faith in,scene_image,72,person_action_scene,action_state,person believing,信ずる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03906,N2,傾く,かたむく,NO PICTURE,"to incline toward,to slant,to lurch",倾斜,TRUE,,Godan verb with 'ku' ending | intransitive verb,to incline toward | to slant | to lurch | to heel over | to be disposed to,scene_image,72,person_action_scene,action_state,person inclining toward,傾く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03909,N2,儲かる,もうかる,NO PICTURE,"to be profitable,to yield a profit",盈利,TRUE,,Godan verb with 'ru' ending | intransitive verb,to be profitable | to yield a profit,scene_image,72,person_action_scene,action_state,person being profitable,儲かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03910,N2,儲ける,もうける,NO PICTURE,"to get,to earn,to gain,to have (bear, beget) a child",赚取,TRUE,,Ichidan verb | transitive verb,"to profit | to get | to earn | to gain | to have (bear, beget) a child",scene_image,72,person_action_scene,action_state,person getting,儲ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03934,N2,具える,そなえる,NO PICTURE,to be furnished with,配备,TRUE,,Ichidan verb | transitive verb,to furnish with | to equip with | to provide | to install | to prepare for,scene_image,72,person_action_scene,action_state,person being furnished with,具える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03944,N2,写る,うつる,NO PICTURE,"to be photographed,to be projected",被拍摄,TRUE,,Godan verb with 'ru' ending | intransitive verb,to be photographed | to be projected,scene_image,72,person_action_scene,action_state,person being photographed,写る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03956,N2,出勤,しゅっきん,NO PICTURE,"going to work,at work",去上班;在岗,TRUE,需确认是否需区分'去上班'与'在岗'的细微语境差异,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,going to work | leaving for work | attendance (at work) | being at work | presence (in the office),scene_image,72,person_action_scene,action_state,person goinging to work,出勤,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03961,N2,出来上がる,できあがる,NO PICTURE,"(1) to be finished,to be ready,by definition,(2) to be very drunk",完成；喝醉,TRUE,,Godan verb with 'ru' ending | intransitive verb,to be completed | to be finished | to be ready (e.g. to serve or eat) | to be very drunk | to get plastered,scene_image,72,person_action_scene,action_state,person being finished,出来上がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03965,N2,分る,わかる,NO PICTURE,to be understood,明白、懂,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending | intransitive verb,to understand | to comprehend | to grasp | to see | to get,scene_image,72,person_action_scene,action_state,person being understood,分る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03980,N2,制作,せいさく,NO PICTURE,"work (film, book)",制作,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"work (film, book) | production | creation | turning (something) out | development",scene_image,72,person_action_scene,action_state,person working (film,制作,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03982,N2,刺さる,ささる,NO PICTURE,"to stick,to be stuck",刺入、扎入,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending | intransitive verb,to stick into (of something with a sharp point) | to prick | to pierce | to get stuck (in) | to lodge (in),scene_image,72,person_action_scene,action_state,person sticking,刺さる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: stick into / pierce
n2_04003,N2,助かる,たすかる,NO PICTURE,"to be saved,to be rescued,to survive,to be helpful",得救、有帮助,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending | intransitive verb,to be saved | to be rescued | to survive | to escape harm | to be spared damage,scene_image,72,person_action_scene,action_state,person being saved,助かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: be saved / be helpful
n2_04005,N2,努める,つとめる,NO PICTURE,"(1) to serve,to fill a post,to serve under,to work (for)",努力,TRUE,,Ichidan verb | intransitive verb,to endeavor (to do) | to endeavour | to try hard | to work hard | to strive,scene_image,72,person_action_scene,action_state,person serving,努める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04010,N2,務める,つとめる,NO PICTURE,"(1) to serve,to fill a post,to serve under,to work (for)",工作；任职；服务,TRUE,需确认是否需区分『工作』与『服务』的细微语义差异,Ichidan verb | transitive verb,to work (for) | to be employed (at) | to serve (in) | to serve (as) | to act (as),scene_image,72,person_action_scene,action_state,person serving,務める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04014,N2,匂う,におう,NO PICTURE,"to be fragrant,to smell,to stink",有香味；有臭味；发臭,TRUE,包含'to glow'的罕见义项,Godan verb with 'u' ending | intransitive verb,to be fragrant | to smell (good) | to stink | to smell (bad) | to glow,scene_image,72,person_action_scene,action_state,person being fragrant,匂う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04030,N2,占う,うらなう,NO PICTURE,"to forecast,to predict",预测,FALSE,,Godan verb with 'u' ending | transitive verb,to tell someone's fortune | to divine (the future) | to predict | to forecast,scene_image,72,person_action_scene,action_state,person forecasting,占う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04043,N2,反る,かえる,NO PICTURE,"to warp,to be warped,to curve",弯曲,TRUE,可能需区分'弯曲'与'反向弯曲'等具体语境,Godan verb with 'ru' ending | intransitive verb,"to warp | to curve | to arch | to bend | to bend backward (body or body part, e.g. fingers)",scene_image,72,person_action_scene,action_state,person warping,反る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04050,N2,取り消す,とりけす,NO PICTURE,to cancel,取消,FALSE,,Godan verb with 'su' ending | transitive verb,"to cancel | to withdraw | to retract | to take back (words, etc.) | to revoke",scene_image,72,person_action_scene,action_state,person cancelling,取り消す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04086,N2,命ずる,めいずる,NO PICTURE,"to command,to appoint",命令;任命,TRUE,可能需要根据上下文判断具体含义,Ichidan verb - zuru verb (alternative form of -jiru verbs) | transitive verb,to order | to command | to appoint,scene_image,72,person_action_scene,action_state,person commanding,命ずる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04112,N2,因る,よる,NO PICTURE,to come from,因于,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be due to | to be caused by | to depend on | to turn on | to be based on,scene_image,72,person_action_scene,action_state,person coming from,因る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04124,N2,在る,ある,NO PICTURE,"to live,to be",存在、有,FALSE,from existing zh_meanings.py,Godan verb with 'ru' ending (irregular verb) | intransitive verb,to be | to exist | to live | to have | to be located,scene_image,72,person_action_scene,action_state,person living,在る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,manual,manual correction: exist / be located
n2_04147,N2,塞がる,ふさがる,NO PICTURE,"to be plugged up,to be shut up",堵塞,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be closed | to be blocked | to be healed (e.g. wound) | to be shut up | to be clogged,scene_image,72,person_action_scene,action_state,person being plugged up,塞がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04153,N2,増やす,ふやす,NO PICTURE,"to increase,to add to,to augment",增加,FALSE,from existing zh_meanings.py,Godan verb with 'su' ending | transitive verb,to increase | to add to | to augment,scene_image,72,person_action_scene,action_state,person increasing,増やす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04158,N2,売り切れる,うりきれる,NO PICTURE,to be sold out,售罄,FALSE,,Ichidan verb | intransitive verb,to be sold out,scene_image,72,person_action_scene,action_state,person being sold out,売り切れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04166,N2,外れる,はずれる,NO PICTURE,"to be disconnected,to get out of place,to be off,to be out (e.g. of gear)",脱线,TRUE,外れる: 脱线/脱钩/脱轨 选择不确定,Ichidan verb | intransitive verb,to be disconnected | to get out of place | to be off | to be out (e.g. of gear) | to miss the mark,scene_image,72,person_action_scene,action_state,person being disconnected,外れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04189,N2,妨げる,さまたげる,NO PICTURE,"to disturb,to prevent",阻碍,FALSE,,Ichidan verb | transitive verb,to disturb | to prevent | to obstruct | to hinder,scene_image,72,person_action_scene,action_state,person disturbing,妨げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04195,N2,威張る,いばる,NO PICTURE,"to be proud,to swagger",自夸,TRUE,威张る: 自夸/自大 选择不确定,Godan verb with 'ru' ending | intransitive verb,to put on airs | to throw one's weight about | to swagger | to act arrogantly,scene_image,72,person_action_scene,action_state,person being proud,威張る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04197,N2,嫌がる,いやがる,NO PICTURE,"to hate,to dislike",厌恶,FALSE,,Godan verb with 'ru' ending | transitive verb,to appear uncomfortable (with) | to seem to hate | to express dislike,scene_image,72,person_action_scene,action_state,person hating,嫌がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04199,N2,存じる,ぞんじる,NO PICTURE,(hum) to know,知晓,FALSE,,Ichidan verb | transitive verb,to know | to be aware (of) | to be acquainted (with) | to think | to consider,scene_image,72,person_action_scene,action_state,person knowwing,存じる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04200,N2,存ずる,ぞんずる,NO PICTURE,to know | to be aware (of) | to be acquainted (with),知晓,FALSE,,Ichidan verb - zuru verb (alternative form of -jiru verbs) | transitive verb,to know | to be aware (of) | to be acquainted (with) | to think | to consider,scene_image,72,person_action_scene,action_state,person knowwing,存ずる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04217,N2,実る,みのる,NO PICTURE,"to bear fruit,to ripen",结果,TRUE,实る: 结果/成熟 选择不确定,Godan verb with 'ru' ending | intransitive verb,to bear fruit | to ripen | to produce (good) results | to show results,scene_image,72,person_action_scene,action_state,person bearing fruit,実る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04253,N2,尖る,とがる,NO PICTURE,"to taper to a point,to become sharp,to be sour,to look displeased",变尖；不悦,FALSE,,Godan verb with 'ru' ending | intransitive verb,to taper to a point | to become pointed | to become sharp | to be on edge | to be nervous,scene_image,72,person_action_scene,action_state,person taperring to a point,尖る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04258,N2,属する,ぞくする,NO PICTURE,"to belong to,to come under,to be affiliated with,to be subject to",属于,FALSE,,suru verb - special class | intransitive verb,to belong to | to come under | to be affiliated with | to be subject to,scene_image,72,person_action_scene,action_state,person belonging to,属する,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04263,N2,崩れる,くずれる,NO PICTURE,"to collapse,to crumble",崩溃；散开,FALSE,,Ichidan verb | intransitive verb,to collapse | to crumble | to get out of shape | to lose one's shape | to become disorganized,scene_image,72,person_action_scene,action_state,person collapsing,崩れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04272,N2,巻く,まく,NO PICTURE,"to wind,to coil,to roll",卷起；缠绕,FALSE,,Godan verb with 'ku' ending | transitive verb,"to wind | to coil | to roll | to wear (e.g. turban, scarf) | to envelope",scene_image,72,person_action_scene,action_state,person winding,巻く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04286,N2,広げる,ひろげる,NO PICTURE,"to spread,to extend,to expand,to enlarge",展开；扩展,FALSE,,Ichidan verb | transitive verb,to spread | to extend | to expand | to enlarge | to widen,scene_image,72,person_action_scene,action_state,person spreading,広げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04288,N2,広める,ひろめる,NO PICTURE,"to broaden,to propagate",传播；扩大,FALSE,,Ichidan verb | transitive verb,to spread | to propagate | to popularize | to disseminate | to broaden,scene_image,72,person_action_scene,action_state,person broadenning,広める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04296,N2,延ばす,のばす,NO PICTURE,"to lengthen,to stretch,to reach out,to grow (beard)",伸长、伸展、伸手、生长（胡须）,FALSE,from existing zh_meanings.py,Godan verb with 'su' ending | transitive verb,"to grow long (e.g. hair, nails) | to lengthen | to extend | to stretch | to reach out",scene_image,72,person_action_scene,action_state,person lengthenning,延ばす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04297,N2,延びる,のびる,NO PICTURE,to be prolonged,延长；生长,FALSE,,Ichidan verb | intransitive verb,"to stretch | to extend | to lengthen | to grow (of hair, height, grass, etc.) | to straighten out",scene_image,72,person_action_scene,action_state,person being prolonged,延びる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04299,N2,建つ,たつ,NO PICTURE,"to erect,to be erected,to be built",建造；建立,FALSE,,Godan verb with 'tsu' ending | intransitive verb,to be erected | to be built,scene_image,72,person_action_scene,action_state,person erecting,建つ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04300,N2,引き止める,ひきとめる,NO PICTURE,"to detain,to check,to restrain",阻止；制止,FALSE,,Ichidan verb | transitive verb,to detain | to check | to restrain | to stop,scene_image,72,person_action_scene,action_state,person detaining,引き止める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04301,N2,引っ掛かる,ひっかかる,NO PICTURE,"to be caught in,to be stuck in,to be cheated",卡住；顺路停留,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be caught in | to be stuck in | to stop by | to drop in for a short visit | to be delayed,scene_image,72,person_action_scene,action_state,person being caught in,引っ掛かる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04303,N2,引っ繰り返る,ひっくりかえる,NO PICTURE,"to be overturned,to be upset,to topple over,to be reversed",翻转;颠倒,FALSE,,Godan verb with 'ru' ending | intransitive verb,to be overturned | to be reversed | to turn over | to capsize | to fall down,scene_image,72,person_action_scene,action_state,person being overturned,引っ繰り返る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04304,N2,引っ込む,ひっこむ,NO PICTURE,"to draw back,to sink,to cave in",后退,FALSE,,Godan verb with 'mu' ending | intransitive verb,to draw back | to sink | to cave in | to be set back (e.g. from a road) | to withdraw (e.g. from the public eye),scene_image,72,person_action_scene,action_state,person drawwing back,引っ込む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_04313,N2,張り切る,はりきる,NO PICTURE,"to be in high spirits,to be full of vigor",充满干劲,FALSE,,Godan verb with 'ru' ending,to be in high spirits | to be full of vigor (vigour) | to be enthusiastic | to be eager | to stretch to breaking point,scene_image,72,person_action_scene,action_state,person being in high spirits,張り切る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
