id,word,reading,meaning,meaningZh,image_review,image_type,visual_domain,image_query_en
n3_05471,ダンス,ダンス,dance,,NO PICTURE,person_action_scene,action_state,person dancing
n3_05482,ドライブ,ドライブ,"drive,trip by car,driving",开车、兜风、驾驶,NO PICTURE,person_action_scene,action_state,person driving
n3_05549,下さる,くださる,"(hon) to give,to confer",给、赐予,NO PICTURE,person_action_scene,action_state,person giving
n3_05550,下す,おろす,"to lower,to let go down",降下、放下,NO PICTURE,person_action_scene,action_state,person lowerring
n3_05563,与える,あたえる,"to give,to present,to award",给,NO PICTURE,person_action_scene,action_state,person giving
n3_05583,乗せる,のせる,"to place on (something),to take on board,to give a ride",放上、载上,NO PICTURE,person_action_scene,action_state,person placing on
n3_05618,付ける,つける,"to attach,to join,to add,to append",,NO PICTURE,person_action_scene,action_state,person attaching
n3_05626,任せる,まかせる,"to entrust to another,to leave to",,NO PICTURE,person_action_scene,action_state,person entrusting to another
n3_05635,伸ばす,のばす,"to lengthen,to stretch,to reach out,to grow (beard)",,NO PICTURE,person_action_scene,action_state,person lengthenning
n3_05636,伸びる,のびる,"to stretch,to extend,to make progress,to grow (beard, body height)",前进、进展,NO PICTURE,person_action_scene,action_state,person stretching
n3_05637,伺う,うかがう,"(hon) to visit,to ask,to inquire",问,NO PICTURE,person_action_scene,action_state,person visitting
n3_05638,似合う,にあう,"to suit,to match,to become,to be like",合适、相合、变成,NO PICTURE,person_action_scene,action_state,person suiting
n3_05656,作業,さぎょう,"work,operation,manufacturing,fatigue duty",,NO PICTURE,person_action_scene,action_state,person working
n3_05670,信じる,しんじる,"to believe,to place trust in",,NO PICTURE,person_action_scene,action_state,person believing
n3_05679,倒す,たおす,"to throw down,to beat,to bring down,to blow down",打倒、推倒,NO PICTURE,person_action_scene,action_state,person throwwing down
n3_05691,備える,そなえる,"to furnish,to provide for,to equip,to install",,NO PICTURE,person_action_scene,action_state,person furnishing
n3_05696,優れる,すぐれる,"to surpass,to outstrip,to excel",,NO PICTURE,person_action_scene,action_state,person surpassing
n3_05730,凍る,こおる,"to freeze,to be frozen over,to congeal",,NO PICTURE,person_action_scene,action_state,person freezing
n3_05733,出会う,であう,"to meet by chance,to come across,to happen to encounter",偶遇、碰见,NO PICTURE,person_action_scene,action_state,person meeting by chance
n3_05742,分ける,わける,"to divide,to separate",,NO PICTURE,person_action_scene,action_state,person dividing
n3_05746,切れる,きれる,"(1) to cut well,to be sharp,(2) to break (off)",锋利、断开,NO PICTURE,person_action_scene,action_state,person cutting well
n3_05747,刈る,かる,"to cut (hair),to mow (grass),to harvest",剪、割、收割,NO PICTURE,person_action_scene,action_state,person cutting
n3_05763,割る,わる,"to divide,to cut,to break,to halve",切,NO PICTURE,person_action_scene,action_state,person dividing
n3_05766,加える,くわえる,"to append,to sum up,to add (up)",,NO PICTURE,person_action_scene,action_state,person appending
n3_05767,加わる,くわわる,"to join in,to accede to,to increase,to gain in (influence)",,NO PICTURE,person_action_scene,action_state,person joining in
n3_05769,劣る,おとる,"to fall behind,to be inferior to",逊色、落后,NO PICTURE,person_action_scene,action_state,person falling behind
n3_05770,助ける,たすける,"to help,to save,to rescue",,NO PICTURE,person_action_scene,action_state,person helping
n3_05774,効く,きく,to be effective,有效、起作用,NO PICTURE,person_action_scene,action_state,person being effective
n3_05777,勉強,べんきょう,"study,diligence,discount,reduction",,NO PICTURE,person_action_scene,action_state,person studying
n3_05778,動かす,うごかす,"to move,to shift",,NO PICTURE,person_action_scene,action_state,person moving
n3_05786,勧める,すすめる,"to recommend,to advise,to encourage,to offer (wine)",,NO PICTURE,person_action_scene,action_state,person recommending
n3_05805,占める,しめる,"(1) to comprise,to account for,to make up (of),(2) to hold,to occupy",占、构成、占据,NO PICTURE,person_action_scene,action_state,person comprising
n3_05811,去る,さる,"to leave,to go away",离开、走开,NO PICTURE,person_action_scene,action_state,person leaving
n3_05815,及ぼす,およぼす,"to exert,to cause,to exercise",施加影响、造成,NO PICTURE,person_action_scene,action_state,person exerting
n3_05821,収める,おさめる,"to obtain,to reap,to pay,to supply,to accept",获得、收纳、支付,NO PICTURE,person_action_scene,action_state,person obtaining
n3_05824,取り上げる,とりあげる,"to take up,to pick up,to disqualify,to confiscate,to deprive",拿起、采纳、没收,NO PICTURE,person_action_scene,action_state,person taking up
n3_05825,取れる,とれる,"to come off,to be taken off,to be removed",脱落、取下,NO PICTURE,person_action_scene,action_state,person coming off
n3_05826,受け取る,うけとる,"to receive,to get,to accept,to take",接收、领取、接受,NO PICTURE,person_action_scene,action_state,person receiving
n3_05828,叩く,たたく,"to strike,to clap,to dust,to beat",,NO PICTURE,person_action_scene,action_state,person striking
n3_05829,叫ぶ,さけぶ,"to shout,to cry",,NO PICTURE,person_action_scene,action_state,person shouting
n3_05833,叱る,しかる,to scold,,NO PICTURE,person_action_scene,action_state,person scolding
n3_05834,合わせる,あわせる,"to join together,to be opposite,to face,to unite",面对、朝向,NO PICTURE,person_action_scene,action_state,person joining together
n3_05844,吐く,はく,"(1) to breathe,(2) to tell (lies),(3) to vomit,to disgorge",呼吸、说谎、呕吐,NO PICTURE,person_action_scene,action_state,person breathing
n3_05846,向く,むく,to face,面对、朝向,NO PICTURE,person_action_scene,action_state,person facing
n3_05847,向ける,むける,"to turn towards,to point",朝向、指向,NO PICTURE,person_action_scene,action_state,person turning towards
n3_05848,吠える,ほえる,"to bark,to bay,to howl,to bellow,to roar,to cry",,NO PICTURE,person_action_scene,action_state,person barking
n3_05851,含む,ふくむ,"to hold in the mouth,to bear in mind",含在口中、包含,NO PICTURE,person_action_scene,action_state,person holding in the mouth
n3_05857,命じる,めいじる,"to order,to command,to appoint",,NO PICTURE,person_action_scene,action_state,person orderring
n3_05879,回す,まわす,"to turn,to revolve",转动、旋转,NO PICTURE,person_action_scene,action_state,person turning
n3_05884,囲む,かこむ,"to surround,to encircle",,NO PICTURE,person_action_scene,action_state,person surrounding
n3_05908,基づく,もとづく,"to be grounded on,to be based on,to be due to,to originate from",,NO PICTURE,person_action_scene,action_state,person being grounded on
n3_05918,増す,ます,"to increase,to grow",,NO PICTURE,person_action_scene,action_state,person increasing
n3_05920,売れる,うれる,to be sold,卖出、畅销,NO PICTURE,person_action_scene,action_state,person being sold
n3_05925,外す,はずす,"to unfasten,to remove",取下、拆除,NO PICTURE,person_action_scene,action_state,person unfastenning
n3_05954,失う,うしなう,"to lose,to part with",输、丢失,NO PICTURE,person_action_scene,action_state,person losing
n3_05961,奪う,うばう,to snatch away,夺走、抢走,NO PICTURE,person_action_scene,action_state,person snatching away
n3_05966,好む,このむ,"to like,to prefer",,NO PICTURE,person_action_scene,action_state,person liking
n3_05975,嫌う,きらう,"to hate,to dislike,to loathe",,NO PICTURE,person_action_scene,action_state,person hating
n3_05979,学ぶ,まなぶ,"to study (in depth),to learn,to take lessons in",学习,NO PICTURE,person_action_scene,action_state,person studying
n3_05982,学習,がくしゅう,"study,learning",,NO PICTURE,person_action_scene,action_state,person studying
n3_05987,守る,まもる,"to protect,to obey,to guard,to abide (by the rules)",,NO PICTURE,person_action_scene,action_state,person protecting
n3_06017,対する,たいする,"to face,to confront,to oppose",面对、朝向,NO PICTURE,person_action_scene,action_state,person facing
n3_06031,就く,つく,"to settle in (place),to take (seat, position),to study (under teacher)",就座、就任、跟随学习,NO PICTURE,person_action_scene,action_state,person settling in
n3_06038,届く,とどく,to reach,送达、到达,NO PICTURE,person_action_scene,action_state,person reaching
n3_06040,履く,はく,"to wear,to put on (lower body)",穿下装、穿鞋,OK,person_action_scene,action_state,person wearing
n3_06078,広がる,ひろがる,"to spread (out),to extend,to stretch,to reach to,to get around",,NO PICTURE,person_action_scene,action_state,person spreading
n3_06089,引っ張る,ひっぱる,"(1) to pull,to draw,to stretch,to drag,(2) to pull the ball (baseball)",拉、拽、拖,NO PICTURE,person_action_scene,action_state,person pulling
n3_06092,張る,はる,"to stick,to paste",贴、附着,NO PICTURE,person_action_scene,action_state,person sticking
n3_06097,当たる,あたる,"to be hit,to be successful,to be equivalent to",,NO PICTURE,person_action_scene,action_state,person being hit
n3_06098,当てる,あてる,"to hit,to apply a patch",击中、贴上,NO PICTURE,person_action_scene,action_state,person hitting
n3_06108,従う,したがう,"to abide (by the rules),to obey,to follow,to accompany",,NO PICTURE,person_action_scene,action_state,person abiding
n3_06114,微笑む,ほほえむ,to smile,,NO PICTURE,person_action_scene,action_state,person smiling
n3_06122,応じる,おうじる,"to respond,to satisfy,to accept,to comply with,to apply for",,NO PICTURE,person_action_scene,action_state,person responding
n3_06127,怠ける,なまける,"to be idle,to neglect",,NO PICTURE,person_action_scene,action_state,person being idle
n3_06136,恐れる,おそれる,"to fear,to be afraid of",,NO PICTURE,person_action_scene,action_state,person fearing
n3_06142,悩む,なやむ,"to be worried,to be troubled",为难、困扰,NO PICTURE,person_action_scene,action_state,person being worried
n3_06145,悲しむ,かなしむ,"to be sad,to mourn for,to regret",,NO PICTURE,person_action_scene,action_state,person being sad
n3_06155,愛する,あいする,to love,,NO PICTURE,person_action_scene,action_state,person loving
n3_06158,感じる,かんじる,"to feel,to sense,to experience",,NO PICTURE,person_action_scene,action_state,person feeling
n3_06167,成る,なる,to become,变成,NO PICTURE,person_action_scene,action_state,person becoming
n3_06176,戦う,たたかう,"to fight,to battle,to combat",战斗、打仗,OK,person_action_scene,action_state,person fighting
n3_06177,戻す,もどす,"to restore,to put back,to return",恢复、放回、归还,NO PICTURE,person_action_scene,action_state,person restoring
n3_06185,打つ,ぶつ,"to hit,to strike",,NO PICTURE,person_action_scene,action_state,person hitting
n3_06186,扱う,あつかう,"to handle,to deal with,to treat",处理、对待,NO PICTURE,person_action_scene,action_state,person handling
n3_06193,抜く,ぬく,"to extract,to omit,to surpass,to draw out,to unplug",拔出、抽出、省略,NO PICTURE,person_action_scene,action_state,person extracting
n3_06194,抜ける,ぬける,"to come out,to fall out,to be omitted",脱落、漏掉,NO PICTURE,person_action_scene,action_state,person coming out
n3_06195,抱える,かかえる,to hold or carry under or in the arms,抱着、夹着,NO PICTURE,person_action_scene,action_state,person holding or carry under or in the arms
n3_06196,抱く,いだく,"(sl) to embrace,to hug,to harbour,to entertain",抱、拥抱、怀有,OK,person_action_scene,action_state,person embracing
n3_06200,招く,まねく,to invite,邀请,NO PICTURE,person_action_scene,action_state,person inviting
n3_06203,持ち上げる,もちあげる,"to raise,to lift up,to flatter",,NO PICTURE,person_action_scene,action_state,person raising
n3_06204,指す,さす,"to point,to put up umbrella,to play",指、撑伞、下棋,NO PICTURE,person_action_scene,action_state,person pointing
n3_06207,振る,ふる,"(1) to wave,to shake,to swing,(2) to sprinkle,(3) to cast (actor),to allocate (work)",挥动、摇动、分配,NO PICTURE,person_action_scene,action_state,person waving
n3_06208,捕まる,つかまる,"to be caught,to be arrested",被抓住、被逮捕,NO PICTURE,person_action_scene,action_state,person being caught
n3_06210,掛かる,かかる,"to take (e.g. time, money, etc),to hang",钱,NO PICTURE,person_action_scene,action_state,person taking (e.g. time
n3_06213,掴む,つかむ,"to seize,to catch,to grasp",抓住、捕捉,NO PICTURE,person_action_scene,action_state,person seizing
n3_06214,描く,えがく,"to draw,to paint,to sketch,to depict,to describe",画、描绘,NO PICTURE,person_action_scene,action_state,person drawwing
n3_06217,換える,かえる,"to exchange,to interchange,to substitute,to replace",,NO PICTURE,person_action_scene,action_state,person exchanging
n3_06218,握る,にぎる,"to grasp,to seize,to mould sushi",抓住、捕捉,NO PICTURE,person_action_scene,action_state,person grasping
n3_06223,撃つ,うつ,"to attack,to defeat,to destroy",,NO PICTURE,person_action_scene,action_state,person attacking
n3_06225,支える,ささえる,"to be blocked,to choke,to be obstructed",堵塞、阻碍,NO PICTURE,person_action_scene,action_state,person being blocked
n3_06230,支払う,しはらう,to pay,,NO PICTURE,person_action_scene,action_state,person paying
n3_06235,放す,はなす,"to separate,to set free",,NO PICTURE,person_action_scene,action_state,person separating
n3_06240,救う,すくう,"to rescue from,to help out of",,NO PICTURE,person_action_scene,action_state,person rescuing from
n3_06245,散歩,さんぽ,"walk,stroll",,NO PICTURE,person_action_scene,action_state,person walking
n3_06248,数える,かぞえる,to count,,NO PICTURE,person_action_scene,action_state,person counting
n3_06257,断る,ことわる,"to refuse,to decline,to dismiss",拒绝、谢绝,NO PICTURE,person_action_scene,action_state,person refusing
n3_06275,昇る,のぼる,"to arise,to ascend,to go up",升起、上升,NO PICTURE,person_action_scene,action_state,person arising
n3_06277,明ける,あける,"to dawn,to become daylight",天亮、破晓,NO PICTURE,person_action_scene,action_state,person dawning
n3_06292,暮らす,くらす,"to live,to get along",生活、活着,NO PICTURE,person_action_scene,action_state,person living
n3_06300,替える,かえる,"to exchange,to interchange,to substitute,to replace",,NO PICTURE,person_action_scene,action_state,person exchanging
n3_06308,有る,ある,"to be,to have",,NO PICTURE,person_action_scene,action_state,person being
n3_06314,望む,のぞむ,"to desire,to wish for,to see,to command (a view of)",,NO PICTURE,person_action_scene,action_state,person desiring
n3_06348,構う,かまう,"to mind,to care about,to be concerned about",,NO PICTURE,person_action_scene,action_state,person minding
n3_06355,横切る,よこぎる,"to cross (e.g. arms),to traverse",,NO PICTURE,person_action_scene,action_state,person crossing
n3_06361,欠ける,かける,to be lacking,,NO PICTURE,person_action_scene,action_state,person being lacking
n3_06369,止す,よす,"to cease,to abolish,to resign,to give up",停止、放弃,NO PICTURE,person_action_scene,action_state,person ceasing
n3_06378,残す,のこす,"to leave (behind, over),to bequeath,to save,to reserve",,NO PICTURE,person_action_scene,action_state,person leaving (behind
n3_06381,殺す,ころす,to kill,,NO PICTURE,person_action_scene,action_state,person killing
n3_06387,気に入る,きにいる,"to be pleased with,to suit",喜欢、合意,NO PICTURE,person_action_scene,action_state,person being pleased with
n3_06389,気付く,きづく,"to notice,to recognize,to become aware of",,NO PICTURE,person_action_scene,action_state,person noticing
n3_06397,求める,もとめる,"to seek,to request,to demand,to want,to wish for,to search for,to pursue (pleasure),to hunt (a job),",,NO PICTURE,person_action_scene,action_state,person seeking
n3_06403,沈む,しずむ,"to sink,to feel depressed",下沉、消沉,NO PICTURE,person_action_scene,action_state,person sinking
n3_06413,注ぐ,そそぐ,"to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire)",,NO PICTURE,person_action_scene,action_state,person pouring
n3_06420,流す,ながす,"to drain,to float,to shed (blood, tears),to cruise (e.g. taxi)",流出、漂流、流泪,NO PICTURE,person_action_scene,action_state,person draining
n3_06422,流れる,ながれる,"to stream,to flow,to run (ink),to be washed away",流动、流走,NO PICTURE,person_action_scene,action_state,person streaming
n3_06424,浴びる,あびる,"to bathe,to bask in the sun,to shower",沐浴、淋浴、晒太阳,NO PICTURE,person_action_scene,action_state,person bathing
n3_06433,済ませる,すませる,to be finished,完成、结束,NO PICTURE,person_action_scene,action_state,person being finished
n3_06435,減らす,へらす,"to abate,to decrease,to diminish,to shorten",,NO PICTURE,person_action_scene,action_state,person abating
n3_06436,減る,へる,"to decrease (in size or number),to diminish,to abate",,NO PICTURE,person_action_scene,action_state,person decreasing
n3_06440,満ちる,みちる,"to be full,to rise (tide),to mature,to expire",,NO PICTURE,person_action_scene,action_state,person being full
n3_06443,溺れる,おぼれる,"to be drowned,to indulge in",,NO PICTURE,person_action_scene,action_state,person being drowned
n3_06452,濡れる,ぬれる,to get wet,弄湿、淋湿,NO PICTURE,person_action_scene,action_state,person getting wet
n3_06458,為る,する,"to change,to be of use,to reach to",改变,NO PICTURE,person_action_scene,action_state,person changing
n3_06469,燃える,もえる,to burn,,NO PICTURE,person_action_scene,action_state,person burning
n3_06484,狂う,くるう,"to go mad,to get out of order",发疯、出故障,NO PICTURE,person_action_scene,action_state,person going mad
n3_06495,現す,あらわす,"to show,to indicate,to display",展示、给看,NO PICTURE,person_action_scene,action_state,person showwing
n3_06497,現れる,あらわれる,"(1) to appear,to come in sight,to become visible,(2) to express oneself",,NO PICTURE,person_action_scene,action_state,person appearing
n3_06512,生じる,しょうじる,"to produce,to yield,to result from,to arise,to be generated",,NO PICTURE,person_action_scene,action_state,person producing
n3_06518,用いる,もちいる,"to use,to make use of",使用,NO PICTURE,person_action_scene,action_state,person using
n3_06522,申し込む,もうしこむ,"to apply for,to make an application",申请、报名,NO PICTURE,person_action_scene,action_state,person applying for
n3_06527,留める,とめる,"to fasten,to turn off,to detain",固定、关掉、留住,NO PICTURE,person_action_scene,action_state,person fastenning
n3_06530,異なる,ことなる,"to differ,to vary,to disagree",不同、不对,NO PICTURE,person_action_scene,action_state,person differring
n3_06532,疑う,うたがう,"to doubt,to distrust,to be suspicious of,to suspect",,NO PICTURE,person_action_scene,action_state,person doubting
n3_06561,省く,はぶく,"to omit,to eliminate,to curtail,to economize",,NO PICTURE,person_action_scene,action_state,person omitting
n3_06569,眺める,ながめる,"to view,to gaze at",,NO PICTURE,person_action_scene,action_state,person viewing
n3_06580,破る,やぶる,"to tear,to violate,to defeat,to smash,to destroy",撕破、违反、打败,NO PICTURE,person_action_scene,action_state,person tearing
n3_06584,確かめる,たしかめる,to ascertain,确认、查明,NO PICTURE,person_action_scene,action_state,person ascertaining
n3_06587,示す,しめす,"to denote,to show,to point out,to indicate",展示、给看,NO PICTURE,person_action_scene,action_state,person denoting
n3_06591,祝う,いわう,"to congratulate,to celebrate",祝贺、庆祝,NO PICTURE,person_action_scene,action_state,person congratulating
n3_06600,移す,うつす,"to remove,to transfer,to infect",,NO PICTURE,person_action_scene,action_state,person removing
n3_06609,稼ぐ,かせぐ,"to earn income,to labor",赚钱、工作,NO PICTURE,person_action_scene,action_state,person earning income
n3_06611,積もる,つもる,to pile up,,NO PICTURE,person_action_scene,action_state,person piling up
