id,jlpt_level,word,reading,image_review,meaning,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review
n1_02152,N1,気象,きしょう,,weather;climate,,,,noun (common) (futsuumeishi),weather (conditions) | disposition | temperament,direct_image,84,single_object_or_place,nature_weather,weather,気象,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02160,N1,水源,すいげん,,source of river;fountainhead,,,,noun (common) (futsuumeishi),source of river | fountainhead,direct_image,84,single_object_or_place,nature_weather,source of river,水源,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02222,N1,海抜,かいばつ,NO PICTURE,height above sea level,,,,noun (common) (futsuumeishi),height above sea level,direct_image,84,single_object_or_place,nature_weather,height above sea level,海抜,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02223,N1,海流,かいりゅう,,ocean current,,,,noun (common) (futsuumeishi),ocean current,direct_image,84,single_object_or_place,nature_weather,ocean current,海流,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02224,N1,海路,うみじ,NO PICTURE,sea route,,,,noun (common) (futsuumeishi) | adverb (fukushi),sea route,direct_image,84,single_object_or_place,nature_weather,sea route,海路,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02312,N1,焚火,たきび,,(open) fire,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,open-air fire (e.g. for garden refuse) | bonfire | campfire | open fire (e.g. in a kitchen),direct_image,84,single_object_or_place,nature_weather,fire,焚火,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02827,N1,花壇,かだん,,flower bed,,,,noun (common) (futsuumeishi),flower bed,direct_image,84,single_object_or_place,nature_weather,flower bed,花壇,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02929,N1,西日,にしび,,westering sun,,,,noun (common) (futsuumeishi),westering sun | setting sun | afternoon sun,direct_image,84,single_object_or_place,nature_weather,westering sun,西日,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_03333,N1,防火,ぼうか,NO PICTURE,fire prevention;fire fighting;fire proof,,,,noun (common) (futsuumeishi),fire prevention | fire control | fireproofing,direct_image,84,single_object_or_place,nature_weather,fire prevention,防火,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_03365,N1,雨具,あまぐ,,rain gear,,,,noun (common) (futsuumeishi),rain gear,direct_image,84,single_object_or_place,nature_weather,rain gear,雨具,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_03366,N1,雨天,うてん,,rainy weather,,,,noun (common) (futsuumeishi),rainy weather,direct_image,84,single_object_or_place,nature_weather,rainy weather,雨天,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_00238,N1,ティッシュペーパー,ティッシュペーパー / ティッシュ・ペーパー / ティシュペーパー,,tissue paper,,,,noun (common) (futsuumeishi),tissue paper | tissue | facial tissue,direct_image,84,single_object_or_place,object_tool,tissue paper,ティッシュペーパー,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_01511,N1,張り紙,はりがみ,,paper patch;paper backing;poster,,,,noun (common) (futsuumeishi),paper patch attached to something | paper backing | sticker | label | notice,direct_image,84,single_object_or_place,object_tool,paper patch,張り紙,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_01887,N1,文,ふみ,,letter;writings,,,,noun (common) (futsuumeishi),letter | note | mail | book | writings,direct_image,84,single_object_or_place,object_tool,letter,文,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_01946,N1,時刻表,じこくひょう,NO PICTURE,table;diagram;chart;timetable;schedule,,,,noun (common) (futsuumeishi),timetable | schedule,direct_image,84,single_object_or_place,object_tool,table,時刻表,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_01966,N1,書評,しょひょう,NO PICTURE,book review,,,,noun (common) (futsuumeishi),book review,direct_image,84,single_object_or_place,object_tool,book review,書評,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02127,N1,残金,ざんきん,,remaining money,,,,noun (common) (futsuumeishi),remaining money,direct_image,84,single_object_or_place,object_tool,remaining money,残金,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02212,N1,流通,りゅうつう,NO PICTURE,circulation of money or goods;flow of water or air;distribution,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"circulation (of money, goods, etc.) | distribution | circulation (of air, water, etc.) | ventilation | flow",direct_image,84,single_object_or_place,object_tool,circulation of money or goods,流通,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02298,N1,火燵,こたつ,,table with heater;(orig) charcoal brazier in a floor well,,,,noun (common) (futsuumeishi),"kotatsu | table over an electric heater, with a hanging quilt to retain heat (orig. over a charcoal brazier in a floor well)",direct_image,84,single_object_or_place,object_tool,table with heater,火燵,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02330,N1,無駄遣い,むだづかい,NO PICTURE,waste money on;squander money on;flog a dead horse,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"waste (of money, time, etc.) | squandering | frittering away",direct_image,84,single_object_or_place,object_tool,waste money on,無駄遣い,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02840,N1,英字,えいじ,NO PICTURE,English letter (character),,,,noun (common) (futsuumeishi),English letter | alphabetic character,direct_image,84,single_object_or_place,object_tool,English letter,英字,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_03070,N1,貨幣,かへい,,money;currency;coinage,,,,noun (common) (futsuumeishi),money | currency | coin,direct_image,84,single_object_or_place,object_tool,money,貨幣,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_00034,N1,お祖母さん,おばあさん,,grandmother;female senior-citizen,,,,noun (common) (futsuumeishi),grandmother | old woman | female senior citizen,direct_image,84,single_object_or_place,person_family,grandmother,お祖母さん,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00035,N1,お祖父さん,おじいさん,,grandfather;male senior-citizen,,,,noun (common) (futsuumeishi),grandfather | male senior-citizen | old man,direct_image,84,single_object_or_place,person_family,grandfather,お祖父さん,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00334,N1,一人,いちにん,,one person,,,,noun (common) (futsuumeishi) | adverb (fukushi),one person | being alone | being by oneself | being single | being unmarried,direct_image,84,single_object_or_place,person_family,one person,一人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00368,N1,万人,ばんじん,NO PICTURE,all people;everybody;10000 people,,,,noun (common) (futsuumeishi),all people | everybody,direct_image,84,single_object_or_place,person_family,all people,万人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00447,N1,主任,しゅにん,,person in charge;responsible official,,,,noun (common) (futsuumeishi),person in charge | senior staff | manager | chief | head,direct_image,84,single_object_or_place,person_family,person in charge,主任,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00499,N1,人材,じんざい,NO PICTURE,man of talent,,,,noun (common) (futsuumeishi),capable person | talented person | human resources | personnel,direct_image,84,single_object_or_place,person_family,man of talent,人材,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00502,N1,人民,じんみん,NO PICTURE,people;public,,,,noun (common) (futsuumeishi),the people | citizens | the populace,direct_image,84,single_object_or_place,person_family,people,人民,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00527,N1,他人,あだびと,,another person;unrelated person;outsider;stranger,,,,noun (common) (futsuumeishi),another person | other people | others | unrelated person (i.e. not related by blood) | outsider,direct_image,84,single_object_or_place,person_family,another person,他人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00616,N1,使用人,しようにん,,employee;servant,,,,noun (common) (futsuumeishi),employee | servant,direct_image,84,single_object_or_place,person_family,employee,使用人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00708,N1,先代,せんだい,NO PICTURE,family predecessor;previous age;previous generation,,,,noun (common) (futsuumeishi),previous generation (of a family) | previous head of the family | one's (late) father | predecessor | previous age,direct_image,84,single_object_or_place,person_family,family predecessor,先代,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00810,N1,出来物,できもの,NO PICTURE,able man;tumour;growth;boil;ulcer;abcess;rash;pimple,,,,noun (common) (futsuumeishi),tumour | tumor | growth | boil | ulcer,direct_image,84,single_object_or_place,person_family,able man,出来物,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01273,N1,女子,おなご,,woman;girl,,,,noun (common) (futsuumeishi),woman | girl,direct_image,84,single_object_or_place,person_family,woman,女子,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01362,N1,富豪,ふごう,,wealthy person;millionaire,,,,noun (common) (futsuumeishi),wealthy person | millionaire,direct_image,84,single_object_or_place,person_family,wealthy person,富豪,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01506,N1,弟,おと,,younger brother,,,,noun (common) (futsuumeishi),younger brother | little brother | kid brother | brother-in-law (spouse's younger brother or younger sister's husband) | pupil,direct_image,84,single_object_or_place,person_family,younger brother,弟,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01560,N1,従業員,じゅうぎょういん,,employee;worker,,,,noun (common) (futsuumeishi),employee | worker,direct_image,84,single_object_or_place,person_family,employee,従業員,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01924,N1,旧知,きゅうち,NO PICTURE,old friend;old friendship,,,,noun (common) (futsuumeishi),old friend | old acquaintance,direct_image,84,single_object_or_place,person_family,old friend,旧知,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_02142,N1,民俗,みんぞく,NO PICTURE,people;race;nation;racial customs;folk customs,,,,noun (common) (futsuumeishi),folk customs | folkways | ethnic customs,direct_image,84,single_object_or_place,person_family,people,民俗,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_02144,N1,民族,みんぞく,NO PICTURE,people;race;nation;racial customs;folk customs,,,,noun (common) (futsuumeishi),people | race | nation | ethnic group | ethnos,direct_image,84,single_object_or_place,person_family,people,民族,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_02355,N1,父母,ちちはは,,father and mother;parents,,,,noun (common) (futsuumeishi),father and mother | parents,direct_image,84,single_object_or_place,person_family,father and mother,父母,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_02692,N1,給仕,きゅうじ,,office boy (girl);page;waiter,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,waiting on a table | serving (at dinner) | waiter | waitress | waitperson,direct_image,84,single_object_or_place,person_family,office boy,給仕,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_03266,N1,部下,ぶか,,subordinate person,,,,noun (common) (futsuumeishi),subordinate person,direct_image,84,single_object_or_place,person_family,subordinate person,部下,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00556,N1,休学,きゅうがく,NO PICTURE,temporary absence from school;suspension,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,temporary absence from school,direct_image,84,single_object_or_place,place_building,temporary absence from school,休学,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00568,N1,位地,いち,NO PICTURE,place;situation;position;location,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,place | position | location | standing | status,direct_image,84,single_object_or_place,place_building,place,位地,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00603,N1,余地,よち,NO PICTURE,place;room;margin;scope,,,,noun (common) (futsuumeishi),place | room | margin | scope,direct_image,84,single_object_or_place,place_building,place,余地,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00635,N1,保母,ほぼ,,day care worker in a kindergarten nursery school etc.,,,,noun (common) (futsuumeishi),(female) childcare worker | nursery school teacher,direct_image,84,single_object_or_place,place_building,day care worker in a kindergarten nursery school etc.,保母,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00726,N1,入賞,にゅうしょう,NO PICTURE,winning a prize or place (in a contest),,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,winning a prize | placing (high; in a contest),direct_image,84,single_object_or_place,place_building,winning a prize or place,入賞,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00916,N1,勤め先,つとめさき,,place of work,,,,noun (common) (futsuumeishi),place of work,direct_image,84,single_object_or_place,place_building,place of work,勤め先,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00977,N1,参議院,さんぎいん,,House of Councillors,,,,noun (common) (futsuumeishi),House of Councillors (upper house of the National Diet of Japan),direct_image,84,single_object_or_place,place_building,House of Councillors,参議院,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01123,N1,問屋,といや,,wholesale store,,,,noun (common) (futsuumeishi),wholesale store | wholesale dealer | wholesaler,direct_image,84,single_object_or_place,place_building,wholesale store,問屋,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01194,N1,堤防,ていぼう,,bank;weir,,,,noun (common) (futsuumeishi),bank | weir | embankment | levee,direct_image,84,single_object_or_place,place_building,bank,堤防,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01205,N1,塾,じゅく,,coaching school;lessons,,,,noun (common) (futsuumeishi),cram school | private tutoring school | juku,direct_image,84,single_object_or_place,place_building,coaching school,塾,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01475,N1,店,てん,,store;shop;establishment,,,,noun (common) (futsuumeishi),store | shop | establishment | restaurant,direct_image,84,single_object_or_place,place_building,store,店,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01816,N1,控室,ひかえしつ,,waiting room,,,,noun (common) (futsuumeishi),waiting room | anteroom | antechamber | green room,direct_image,84,single_object_or_place,place_building,waiting room,控室,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01917,N1,日向,ひなた,,sunny place;in the sun,,,,noun (common) (futsuumeishi),sunny place | in the sun,direct_image,84,single_object_or_place,place_building,sunny place,日向,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
