id,jlpt_level,word,reading,image_review,meaning,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review
n2_04259,N2,山林,さんりん,,"mountain forest,mountains and forest",山林；山地森林；林区,FALSE,,noun (common) (futsuumeishi),mountain forest | forest on a mountain | forest land | woodland | mountains and forests,direct_image,84,single_object_or_place,nature_weather,mountain forest,山林,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n2_04491,N2,日当たり,ひあたり,,"exposure to the sun,sunny place",向阳地；阳光充足处,FALSE,,noun (common) (futsuumeishi),exposure to the sun | sunny place | per day,direct_image,84,single_object_or_place,nature_weather,exposure to the sun,日当たり,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n2_04626,N2,海水浴,かいすいよく,,"sea bathing,seawater bath",海水浴；海浴,FALSE,,noun (common) (futsuumeishi),swimming in the ocean | sea bathing | seawater bath | going for a dip in the ocean,direct_image,84,single_object_or_place,nature_weather,sea bathing,海水浴,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n2_04627,N2,海洋,かいよう,,ocean,海洋；大海,FALSE,,noun (common) (futsuumeishi),ocean | sea,direct_image,84,single_object_or_place,nature_weather,ocean,海洋,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n2_04755,N2,生け花,いけばな,,(1) flower arrangement,花艺,FALSE,,noun (common) (futsuumeishi),ikebana | Japanese art of flower arrangement | fresh flower | natural flower,direct_image,84,single_object_or_place,nature_weather,flower arrangement,生け花,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n2_03747,N2,ミシン,ミシン,,sewing machine,缝纫机,FALSE,,noun (common) (futsuumeishi),sewing machine,direct_image,84,single_object_or_place,object_tool,sewing machine,ミシン,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_03887,N2,便箋,びんせん,,"writing paper,stationery",便笺,FALSE,,noun (common) (futsuumeishi),writing paper | stationery | notepaper,direct_image,84,single_object_or_place,object_tool,writing paper,便箋,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_03937,N2,内線,ないせん,,"phone extension,indoor wiring,inner line",分机,FALSE,,noun (common) (futsuumeishi),phone extension | indoor wiring | inner line,direct_image,84,single_object_or_place,object_tool,phone extension,内線,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04018,N2,匙,さじ,,spoon,勺子,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),spoon,direct_image,84,single_object_or_place,object_tool,spoon,匙,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04057,N2,古典,こてん,,"old book,classics,classic",古典,FALSE,,noun (common) (futsuumeishi),"classic (work, esp. book) | the classics",direct_image,84,single_object_or_place,object_tool,old book,古典,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04109,N2,回数券,かいすうけん,,book of tickets,多次票、回数券,TRUE,manual correction: book of tickets,noun (common) (futsuumeishi),coupon tickets | discount tickets | book of tickets,direct_image,84,single_object_or_place,object_tool,book of tickets,回数券,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04116,N2,図鑑,ずかん,,picture book,图鉴,FALSE,,noun (common) (futsuumeishi),pictorial book | picture book | illustrated reference book | identification manual | field guide,direct_image,84,single_object_or_place,object_tool,picture book,図鑑,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04150,N2,塵紙,ちりがみ,,"tissue paper,toilet paper",纸巾; 卫生纸,FALSE,,noun (common) (futsuumeishi),tissue paper | toilet paper,direct_image,84,single_object_or_place,object_tool,tissue paper,塵紙,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04163,N2,夕刊,ゆうかん,,evening paper,晚报,FALSE,,noun (common) (futsuumeishi),evening edition (of a daily newspaper) | evening paper,direct_image,84,single_object_or_place,object_tool,evening paper,夕刊,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04403,N2,投書,とうしょ,,"letter to the editor,letter from a reader,contribution",读者来信,TRUE,可能需区分投稿/来信/贡献等不同语境,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru,"letter (e.g. of complaint) | letter to the editor | letter from a reader | contribution (to a newspaper, magazine, etc.)",direct_image,84,single_object_or_place,object_tool,letter to the editor,投書,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04517,N2,書籍,しょせき,,"book,publication",书,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),book | publication,direct_image,84,single_object_or_place,object_tool,book,書籍,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04702,N2,為替,かわせ,,"money order,exchange",汇票;外汇,TRUE,需根据具体语境选择汇票/汇兑/外汇等,noun (common) (futsuumeishi),money order | draft | exchange (e.g. foreign),direct_image,84,single_object_or_place,object_tool,money order,為替,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04865,N2,窓口,まどぐち,,ticket window,窗口,FALSE,,noun (common) (futsuumeishi),counter | window | teller window | ticket window | contact person,direct_image,84,single_object_or_place,object_tool,ticket window,窓口,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_04887,N2,紙幣,しへい,,"paper money,notes,bills",纸币,FALSE,,noun (common) (futsuumeishi),paper money | note | bill,direct_image,84,single_object_or_place,object_tool,paper money,紙幣,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_05219,N2,障子,しょうじ,,paper sliding door,纸拉门、障子,TRUE,manual correction: Japanese paper sliding door,noun (common) (futsuumeishi),shoji (paper sliding door),direct_image,84,single_object_or_place,object_tool,paper sliding door,障子,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_05228,N2,電柱,でんちゅう,,"telephone pole,telegraph pole,lightpole",电线杆,FALSE,,noun (common) (futsuumeishi),utility pole | power pole | telephone pole | telegraph pole,direct_image,84,single_object_or_place,object_tool,telephone pole,電柱,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_05256,N2,食塩,しょくえん,,table salt,食盐,FALSE,,noun (common) (futsuumeishi),table salt,direct_image,84,single_object_or_place,object_tool,table salt,食塩,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n2_03494,N2,おくさん,おくさん,,"(hon) wife,your wife,madam",夫人,FALSE,,noun (common) (futsuumeishi),wife | your wife | his wife | married lady | madam,direct_image,84,single_object_or_place,person_family,wife,おくさん,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_03650,N2,ウーマン,ウーマン,,woman,女士,FALSE,,noun (common) (futsuumeishi),woman,direct_image,84,single_object_or_place,person_family,woman,ウーマン,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_03677,N2,サラリーマン,サラリーマン / サラーリーマン / サラリマン,,"salary man,company employee",上班族,FALSE,,noun (common) (futsuumeishi),office worker | company employee | company man | salaryman,direct_image,84,single_object_or_place,person_family,salary man,サラリーマン,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04135,N2,坊や,ぼうや,,boy,男孩,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),boy | son | child | mere boy | stripling,direct_image,84,single_object_or_place,person_family,boy,坊や,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04182,N2,夫妻,ふさい,,"man and wife,married couple",夫妻,FALSE,,noun (common) (futsuumeishi),husband and wife | married couple,direct_image,84,single_object_or_place,person_family,man and wife,夫妻,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04184,N2,女の人,おんなのひと,,woman,女士,FALSE,,"expressions (phrases, clauses, etc.) | noun (common) (futsuumeishi)",woman,direct_image,84,single_object_or_place,person_family,woman,女の人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04185,N2,女房,にょうぼう,,wife,妻子,FALSE,,noun (common) (futsuumeishi),wife (esp. one's own wife) | court lady | female court attache | woman who served at the imperial palace | woman (esp. as a love interest),direct_image,84,single_object_or_place,person_family,wife,女房,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04248,N2,小学生,しょうがくせい,,grade school student,小学生,FALSE,,noun (common) (futsuumeishi),elementary school student | primary school student | grade school student,direct_image,84,single_object_or_place,person_family,grade school student,小学生,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04530,N2,末っ子,すえっこ,,youngest child,最小的孩子,FALSE,,noun (common) (futsuumeishi),youngest child,direct_image,84,single_object_or_place,person_family,youngest child,末っ子,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04723,N2,父母,ふぼ,,"father and mother,parents",父母,FALSE,,noun (common) (futsuumeishi),father and mother | parents,direct_image,84,single_object_or_place,person_family,father and mother,父母,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_04826,N2,知人,ちじん,,"friend,acquaintance",熟人、认识的人,TRUE,manual correction: acquaintance,noun (common) (futsuumeishi),friend | acquaintance,direct_image,84,single_object_or_place,person_family,friend,知人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n2_03681,N2,ショップ,ショップ,,a shop,商店,FALSE,,noun (common) (futsuumeishi),shop,direct_image,84,single_object_or_place,place_building,shop,ショップ,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_03687,N2,スクール,スクール,,school,学校,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),school,direct_image,84,single_object_or_place,place_building,school,スクール,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_03724,N2,ビルディング,ビルディング / ビルヂング,,building,建筑物,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),multi-floor building | multi-storey building | tall building,direct_image,84,single_object_or_place,place_building,building,ビルディング,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_03978,N2,別荘,べっそう,,"holiday house,villa",别墅,FALSE,,noun (common) (futsuumeishi),holiday house | vacation home | villa | prison | jail,direct_image,84,single_object_or_place,place_building,holiday house,別荘,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04074,N2,名所,めいしょ,,famous place,名胜,FALSE,,noun (common) (futsuumeishi),famous place | noted place | place of (scenic or historical) interest | sights (to see),direct_image,84,single_object_or_place,place_building,famous place,名所,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04091,N2,商店,しょうてん,,"shop,business firm",商店,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),shop | store | firm,direct_image,84,single_object_or_place,place_building,shop,商店,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04160,N2,売店,ばいてん,,"shop,stand",小卖部、售货亭,TRUE,manual correction: shop / stand,noun (common) (futsuumeishi),stand | stall | booth | kiosk | store,direct_image,84,single_object_or_place,place_building,shop,売店,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04174,N2,大学院,だいがくいん,,graduate school,研究生院,FALSE,,noun (common) (futsuumeishi),graduate school,direct_image,84,single_object_or_place,place_building,graduate school,大学院,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04179,N2,大通り,おおどおり,,main street,主街,FALSE,,noun (common) (futsuumeishi),main street | avenue | boulevard,direct_image,84,single_object_or_place,place_building,main street,大通り,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04210,N2,官庁,かんちょう,,"government office,authorities",政府机关,FALSE,,noun (common) (futsuumeishi),government office | government agency | authorities,direct_image,84,single_object_or_place,place_building,government office,官庁,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04230,N2,家屋,かおく,,"house,building",家、房子、建筑物,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),house | building,direct_image,84,single_object_or_place,place_building,house,家屋,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04267,N2,工員,こういん,,factory worker,工厂工人,FALSE,,noun (common) (futsuumeishi),factory worker,direct_image,84,single_object_or_place,place_building,factory worker,工員,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04292,N2,庖丁,ほうちょう,,"kitchen knife,carving knife",厨刀,TRUE,古典用语，常见于'庖丁解牛'典故,noun (common) (futsuumeishi),kitchen knife | cooking | food,direct_image,84,single_object_or_place,place_building,kitchen knife,庖丁,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04293,N2,店屋,みせや,,"store,shop",商店,FALSE,from existing zh_meanings.py,noun (common) (futsuumeishi),store | shop,direct_image,84,single_object_or_place,place_building,store,店屋,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04295,N2,座敷,ざしき,,tatami room,日式房间,TRUE,特指榻榻米房间，含正式场合使用,noun (common) (futsuumeishi),tatami room | tatami mat room | formal Japanese room | dinner party in a tatami room (esp. when a geisha or maiko attends),direct_image,84,single_object_or_place,place_building,tatami room,座敷,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04325,N2,役所,やくしょ,,"government office,public office",政府办公室,FALSE,,noun (common) (futsuumeishi),government office | public office,direct_image,84,single_object_or_place,place_building,government office,役所,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04330,N2,待合室,まちあいしつ,,waiting room,等候室,FALSE,,noun (common) (futsuumeishi),waiting room,direct_image,84,single_object_or_place,place_building,waiting room,待合室,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04546,N2,校舎,こうしゃ,,school building,校舍,FALSE,,noun (common) (futsuumeishi),school building | schoolhouse,direct_image,84,single_object_or_place,place_building,school building,校舎,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04612,N2,洋品店,ようひんてん,,shop which handles Western-style apparel and accessories,西式服饰店,TRUE,特指销售西式服装的店铺,noun (common) (futsuumeishi),shop that handles Western-style apparel and accessories,direct_image,84,single_object_or_place,place_building,shop which handles Western-style apparel and accessories,洋品店,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04633,N2,消防署,しょうぼうしょ,,fire station,消防站,FALSE,,noun (common) (futsuumeishi),fire station,direct_image,84,single_object_or_place,place_building,fire station,消防署,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04732,N2,物置,ものおき,,storage room,储物间,TRUE,特指存放杂物的房间，非正式仓库,noun (common) (futsuumeishi),storage room | storeroom | lumber room,direct_image,84,single_object_or_place,place_building,storage room,物置,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04810,N2,県庁,けんちょう,,prefectural office,县厅,FALSE,,noun (common) (futsuumeishi),prefectural office,direct_image,84,single_object_or_place,place_building,prefectural office,県庁,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04855,N2,税関,ぜいかん,,customs house,海关,FALSE,,noun (common) (futsuumeishi),customs | customs house,direct_image,84,single_object_or_place,place_building,customs house,税関,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_05005,N2,街角,まちかど,,street corner,街角,FALSE,,noun (common) (futsuumeishi),street corner,direct_image,84,single_object_or_place,place_building,street corner,街角,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_05076,N2,貸家,かしや,,house for rent,出租屋,FALSE,,noun (common) (futsuumeishi),house for rent,direct_image,84,single_object_or_place,place_building,house for rent,貸家,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_05077,N2,貸間,かしま,,room to let,出租间,FALSE,,noun (common) (futsuumeishi),room to let | room for rent,direct_image,84,single_object_or_place,place_building,room to let,貸間,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_05143,N2,遊園地,ゆうえんち,,amusement park,游乐园,FALSE,,noun (common) (futsuumeishi),amusement park,direct_image,84,single_object_or_place,place_building,amusement park,遊園地,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n2_04482,N2,新幹線,しんかんせん,,"bullet train (very high speed),shinkansen",新干线,FALSE,,noun (common) (futsuumeishi),Shinkansen | bullet train,direct_image,84,single_object_or_place,transport,bullet train,新幹線,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n2_03617,N2,ぺん,,,pen,笔,FALSE,from existing zh_meanings.py,,,direct_image,75,single_object_or_place,object_tool,pen,ぺん,object_tool,meaning suggests concrete domain: object_tool,Tanos JLPT vocabulary,,
n2_03476,N2,あふれる,あふれる,,"to flood,to overflow,to brim over",溢出,FALSE,,Ichidan verb | intransitive verb,to overflow | to brim over | to flood,scene_image,72,person_action_scene,action_state,person flooding,あふれる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03477,N2,あぶる,あぶる,,to scorch,烘烤,TRUE,可能需区分'烘烤'与'灼烧'的细微差别,Godan verb with 'ru' ending | transitive verb,to warm (e.g. one's hands over a fire) | to dry | to toast | to grill | to broil,scene_image,72,person_action_scene,action_state,person scorching,あぶる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03502,N2,おどかす,おどかす,,"to threaten,to coerce",威胁,FALSE,,Godan verb with 'su' ending | transitive verb,to threaten | to menace | to intimidate | to startle | to frighten,scene_image,72,person_action_scene,action_state,person threatenning,おどかす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03517,N2,かじる,かじる,,"to chew,to bite (at),to gnaw,to nibble",咀嚼,FALSE,,Godan verb with 'ru' ending | transitive verb,to gnaw | to nibble | to bite | to munch | to crunch,scene_image,72,person_action_scene,action_state,person chewwing,かじる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03519,N2,からかう,からかう,,"to ridicule,to tease,to banter with,to make fun of",捉弄、取笑,TRUE,manual correction: tease / ridicule,Godan verb with 'u' ending | transitive verb,to tease | to make fun of | to poke fun at | to make a crack about | to chaff,scene_image,72,person_action_scene,action_state,person ridiculing,からかう,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03527,N2,くっつく,くっつく,,"to adhere to,to keep close to",粘附,FALSE,,Godan verb with 'ku' ending | intransitive verb,to adhere to | to stick to | to cling to | to keep close to | to go along with,scene_image,72,person_action_scene,action_state,person adhering to,くっつく,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03528,N2,くっつける,くっつける,,to attach,粘贴,FALSE,,Ichidan verb | transitive verb,to attach | to stick together | to paste | to glue | to place together,scene_image,72,person_action_scene,action_state,person attaching,くっつける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03530,N2,くるむ,くるむ,,"to be engulfed in,to be enveloped by,to wrap up",包裹,FALSE,,Godan verb with 'mu' ending | transitive verb,to wrap up (in) | to roll up (in) | to tuck (up),scene_image,72,person_action_scene,action_state,person being engulfed in,くるむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03534,N2,こしらえる,こしらえる,,"to make,to manufacture",制作,FALSE,from existing zh_meanings.py,Ichidan verb | transitive verb,to make | to manufacture | to fabricate | to build | to construct,scene_image,72,person_action_scene,action_state,person making,こしらえる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03538,N2,こぼす,こぼす,,to spill,溢出,TRUE,需确认'溢出'是否覆盖'洒落'等其他含义,Godan verb with 'su' ending | transitive verb,to spill | to drop | to shed (tears) | to grumble (about) | to complain (of),scene_image,72,person_action_scene,action_state,person spilling,こぼす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03539,N2,こぼれる,こぼれる,,"to overflow,to spill",溢出,FALSE,,Ichidan verb | intransitive verb,to spill | to fall out of | to overflow | to peek through | to become visible (although normally not),scene_image,72,person_action_scene,action_state,person overflowwing,こぼれる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03540,N2,こらえる,こらえる / こたえる,,"to bear,to stand,to endure,to put up with",忍耐、忍住,TRUE,manual correction: endure / put up with,Ichidan verb | transitive verb,to bear | to stand | to endure | to put up with | to restrain,scene_image,72,person_action_scene,action_state,person bearing,こらえる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03553,N2,しびれる,しびれる / シビれる / シビレる,,"to become numb,to go to sleep (i.e., a limb)",麻木；入睡,TRUE,JMdict glosses include 'to get an electric shock' and 'to be excited' which may be less common for JLPT learners,Ichidan verb | intransitive verb,to become numb | to go to sleep (e.g. a limb) | to get an electric shock | to tingle (from an electric shock) | to be excited,scene_image,72,person_action_scene,action_state,person becoming numb,しびれる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03556,N2,しゃがむ,しゃがむ,,to squat,蹲下,FALSE,,Godan verb with 'mu' ending | intransitive verb,to squat | to crouch,scene_image,72,person_action_scene,action_state,person squating,しゃがむ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03558,N2,しゃぶる,しゃぶる,,"to suck,to chew",吸；舔,FALSE,,Godan verb with 'ru' ending | transitive verb,to suck | to lick,scene_image,72,person_action_scene,action_state,person sucking,しゃぶる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n2_03565,N2,すれちがう,すれちがう,,"to pass by one another,to disagree",擦肩而过,FALSE,,Godan verb with 'u' ending | intransitive verb,to pass (by) each other | to brush past | to miss (meeting) each other | to fail to meet | to be at odds,scene_image,72,person_action_scene,action_state,person passing by one another,すれちがう,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
